Description	dn_aggregated_microarray_0.8	dn_aggregated_microarray_DE	dn_aggregated_microarray	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood
negative regulation of smooth muscle cell migration	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
negative regulation of smooth muscle cell proliferation	0.017687074829931974	NA	0.041237113402061855	NA	0.0061712522499357166	0.00584652862362972	NA	0.0054363376251788265	0.0054363376251788265
negative regulation of smooth muscle contraction	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
negative regulation of stem cell differentiation	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
negative regulation of stem cell proliferation	NA	NA	NA	NA	NA	0.00292326431181486	NA	0.0031473533619456365	0.0031473533619456365
negative regulation of stress-activated MAPK cascade	NA	NA	NA	NA	0.0017999485728979173	NA	NA	NA	NA
negative regulation of stress-activated protein kinase signaling cascade	NA	NA	NA	NA	0.0017999485728979173	NA	NA	NA	NA
negative regulation of striated muscle cell differentiation	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
negative regulation of supramolecular fiber organization	NA	NA	NA	0.013942307692307693	0.014913859604011315	NA	0.014225106064387321	NA	NA
negative regulation of synaptic transmission	NA	NA	NA	0.006009615384615385	NA	0.0060901339829476245	0.005989518342899925	NA	NA
negative regulation of synaptic transmission, GABAergic	NA	NA	NA	NA	NA	0.001218026796589525	0.0012478163214374844	NA	NA
negative regulation of systemic arterial blood pressure	NA	NA	NA	NA	0.003342761635381846	NA	0.0034938857000249564	0.0031473533619456365	0.0031473533619456365
negative regulation of T cell activation	NA	NA	NA	NA	NA	0.010962241169305725	NA	0.01201716738197425	0.01201716738197425
negative regulation of T cell apoptotic process	0.006802721088435374	NA	NA	NA	NA	NA	NA	0.0034334763948497852	0.0034334763948497852
negative regulation of T cell cytokine production	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
negative regulation of T cell differentiation	NA	NA	NA	NA	NA	NA	NA	0.006008583690987125	0.006008583690987125
negative regulation of T cell mediated cytotoxicity	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
negative regulation of T cell mediated immunity	NA	NA	NA	NA	NA	NA	0.003743448964312453	NA	NA
negative regulation of telomere capping	NA	NA	NA	NA	NA	NA	0.0014973795857249812	NA	NA
negative regulation of transcription by competitive promoter binding	0.005442176870748299	NA	NA	NA	NA	0.00194884287454324	0.0024956326428749688	NA	NA
negative regulation of transcription from RNA polymerase II promoter in response to stress	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
negative regulation of transferase activity	NA	NA	0.061855670103092786	0.015384615384615385	0.017742350218565184	0.015834348355663823	0.01697030197154979	0.01630901287553648	0.01630901287553648
negative regulation of transmembrane transport	0.014965986394557823	0.013279445727482679	NA	NA	0.011828233479043456	0.010962241169305725	0.011729473421512353	0.0117310443490701	0.0117310443490701
negative regulation of transmission of nerve impulse	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
negative regulation of transporter activity	NA	NA	NA	NA	NA	0.007064555420219245	0.005989518342899925	NA	NA
negative regulation of tumor necrosis factor production	NA	NA	NA	NA	0.006428387760349704	NA	NA	0.008297567954220314	0.008297567954220314
negative regulation of tumor necrosis factor superfamily cytokine production	NA	NA	NA	NA	0.006685523270763692	NA	NA	0.008583690987124463	0.008583690987124463
negative regulation of type II interferon production	NA	NA	NA	NA	NA	0.0048721071863581	NA	NA	NA
negative regulation of ubiquitin-protein transferase activity	NA	NA	NA	NA	NA	NA	NA	0.002575107296137339	0.002575107296137339
negative regulation of vascular associated smooth muscle cell migration	0.005442176870748299	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
negative regulation of vascular associated smooth muscle cell proliferation	0.010884353741496598	NA	0.041237113402061855	NA	0.00282849061455387	NA	NA	0.0034334763948497852	0.0034334763948497852
negative regulation of vascular endothelial cell proliferation	0.004081632653061225	NA	NA	NA	0.0012856775520699408	NA	NA	NA	NA
negative regulation of vasculature development	NA	NA	NA	0.011298076923076923	0.010799691437387503	0.010962241169305725	0.009982530571499875	0.010300429184549357	0.010300429184549357
negative regulation of viral entry into host cell	NA	NA	NA	NA	NA	NA	NA	0.0037195994277539344	0.0037195994277539344
negative regulation of viral life cycle	NA	NA	NA	NA	0.0038570326562098224	0.0036540803897685747	NA	0.004577968526466381	0.004577968526466381
negative regulation of viral process	NA	NA	NA	0.008653846153846154	0.009514013885317562	0.01023142509135201	NA	0.00944206008583691	0.00944206008583691
negative regulation of voltage-gated calcium channel activity	NA	NA	NA	NA	NA	0.00194884287454324	NA	NA	NA
negative regulation of voltage-gated potassium channel activity	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
negative regulation of wound healing	0.012244897959183673	NA	NA	0.0069711538461538465	NA	NA	NA	NA	NA
nephric duct formation	NA	NA	0.020618556701030927	NA	NA	0.001218026796589525	NA	NA	NA
nephron development	0.02040816326530612	NA	NA	0.013942307692307693	0.015942401645667268	NA	0.014724232592962317	0.01602288984263233	0.01602288984263233
nephron epithelium development	0.017687074829931974	NA	NA	NA	0.012856775520699408	NA	0.01197903668579985	0.012875536480686695	0.012875536480686695
nephron epithelium morphogenesis	0.012244897959183673	NA	NA	NA	0.007971200822833634	NA	0.007486897928624906	0.008297567954220314	0.008297567954220314
nephron morphogenesis	0.012244897959183673	NA	NA	NA	0.007971200822833634	NA	0.007486897928624906	0.008297567954220314	0.008297567954220314
nephron tubule development	0.014965986394557823	NA	NA	NA	0.010285420416559526	NA	0.009483404042924881	0.010300429184549357	0.010300429184549357
nephron tubule epithelial cell differentiation	0.005442176870748299	NA	NA	NA	NA	0.002192448233861145	NA	NA	NA
nephron tubule morphogenesis	NA	NA	NA	NA	0.007714065312419645	NA	0.007486897928624906	0.007725321888412017	0.007725321888412017
nerve development	NA	NA	NA	0.009615384615384616	0.008742607354075598	0.01023142509135201	0.009233840778637384	NA	NA
nervous system process involved in regulation of systemic arterial blood pressure	NA	NA	NA	NA	0.0020570840833119054	NA	NA	NA	NA
neural crest cell development	NA	NA	NA	NA	0.00977114939573155	NA	NA	NA	NA
neural crest cell differentiation	NA	NA	NA	NA	0.010542555926973516	NA	NA	0.008869814020028613	0.008869814020028613
neural crest cell migration	NA	NA	NA	NA	0.006942658781177681	0.005602923264311815	NA	NA	NA
neural nucleus development	NA	0.009815242494226328	NA	0.006490384615384616	0.007971200822833634	0.006577344701583435	0.007736461192912403	0.008583690987124463	0.008583690987124463
neural precursor cell proliferation	0.02585034013605442	NA	NA	NA	NA	NA	NA	0.01659513590844063	0.01659513590844063
neural retina development	NA	NA	NA	NA	NA	NA	NA	0.009155937052932762	0.009155937052932762
neural tube closure	NA	NA	NA	NA	0.007971200822833634	NA	NA	NA	NA
neural tube development	NA	NA	NA	NA	0.01259964001028542	NA	NA	NA	NA
neuroblast proliferation	NA	NA	NA	NA	NA	0.007308160779537149	NA	0.008011444921316165	0.008011444921316165
neuroendocrine cell differentiation	NA	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
neuroepithelial cell differentiation	0.00816326530612245	NA	NA	NA	NA	NA	NA	0.004864091559370529	0.004864091559370529
neuroinflammatory response	NA	NA	NA	0.008894230769230769	0.008485471843661609	NA	NA	NA	NA
neuromuscular junction development	NA	NA	NA	NA	0.005914116739521728	NA	0.005240828550037434	NA	NA
neuromuscular process	NA	NA	NA	0.01514423076923077	0.016970943687323218	0.014372716199756394	0.014973795857249813	NA	NA
neuromuscular synaptic transmission	NA	NA	NA	NA	NA	0.00341047503045067	0.0034938857000249564	NA	NA
neuron cellular homeostasis	NA	NA	NA	NA	0.008742607354075598	NA	0.0079860244571999	NA	NA
neuron fate commitment	NA	NA	NA	NA	NA	NA	NA	0.00715307582260372	0.00715307582260372
neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
neuron intrinsic apoptotic signaling pathway in response to oxidative stress	0.006802721088435374	NA	NA	0.0028846153846153848	NA	NA	NA	0.0031473533619456365	0.0031473533619456365
neuron migration	NA	NA	NA	0.016826923076923076	NA	NA	NA	NA	NA
neuron projection arborization	NA	NA	NA	NA	0.0038570326562098224	NA	NA	NA	NA
neuron projection extension	NA	NA	NA	NA	0.014399588583183338	NA	NA	NA	NA
neuron projection organization	0.017687074829931974	0.01212471131639723	NA	0.009375	NA	NA	0.00873471425006239	0.009728183118741058	0.009728183118741058
neuron projection regeneration	NA	NA	NA	0.007451923076923077	NA	0.0060901339829476245	NA	NA	NA
neuron recognition	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
neuron remodeling	NA	NA	NA	0.002403846153846154	NA	NA	NA	NA	NA
neuronal action potential	NA	NA	NA	0.005048076923076923	0.004885574697865775	0.00438489646772229	0.004242575492887447	NA	NA
neuronal dense core vesicle exocytosis	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
neuropeptide signaling pathway	NA	0.013856812933025405	NA	0.010336538461538461	0.010285420416559526	0.009500609013398295	0.010232093835787373	0.011444921316165951	0.011444921316165951
neurotransmitter reuptake	NA	NA	NA	NA	0.004885574697865775	NA	0.004492138757174944	0.005150214592274678	0.005150214592274678
neurotransmitter secretion	NA	NA	NA	NA	0.012342504499871433	0.012423873325213155	0.01272772647866234	0.013447782546494993	0.013447782546494993
neurotransmitter uptake	NA	NA	NA	0.005528846153846154	0.0061712522499357166	NA	0.005739955078612428	0.0068669527896995704	0.0068669527896995704
neutrophil activation	NA	NA	NA	NA	NA	0.0048721071863581	0.005240828550037434	NA	NA
neutrophil activation involved in immune response	NA	NA	NA	NA	NA	NA	0.0027451959071624656	0.002861230329041488	0.002861230329041488
neutrophil chemotaxis	NA	NA	NA	NA	NA	0.00779537149817296	0.009483404042924881	0.010014306151645207	0.010014306151645207
neutrophil extravasation	NA	NA	NA	NA	NA	0.002192448233861145	NA	NA	NA
neutrophil mediated cytotoxicity	NA	NA	NA	NA	NA	0.00243605359317905	0.002246069378587472	NA	NA
neutrophil mediated immunity	NA	NA	NA	NA	NA	NA	0.004741702021462441	0.004577968526466381	0.004577968526466381
neutrophil migration	NA	NA	NA	NA	0.009514013885317562	0.01071863580998782	0.010731220364362366	0.01201716738197425	0.01201716738197425
neutrophil-mediated killing of bacterium	NA	NA	NA	NA	NA	0.00194884287454324	NA	NA	NA
nicotinamide nucleotide metabolic process	NA	NA	NA	0.01514423076923077	NA	NA	NA	NA	NA
nitric oxide biosynthetic process	0.012244897959183673	NA	NA	0.007692307692307693	0.010285420416559526	0.007308160779537149	0.0079860244571999	0.008297567954220314	0.008297567954220314
nitric oxide metabolic process	0.012244897959183673	NA	NA	0.007932692307692307	0.010542555926973516	NA	0.008485150985774894	0.008583690987124463	0.008583690987124463
nitric-oxide synthase biosynthetic process	0.005442176870748299	NA	NA	0.0026442307692307694	0.003342761635381846	NA	NA	NA	NA
non-canonical NF-kappaB signal transduction	0.02040816326530612	NA	NA	NA	0.010799691437387503	NA	0.010481657100074869	NA	NA
non-canonical Wnt signaling pathway	NA	NA	NA	NA	0.006685523270763692	NA	NA	NA	NA
nonribosomal peptide biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.002575107296137339	0.002575107296137339
norepinephrine secretion	NA	0.003464203233256351	NA	NA	NA	NA	NA	NA	NA
norepinephrine transport	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
Notch signaling pathway	0.027210884353741496	NA	NA	NA	NA	NA	NA	0.015450643776824034	0.015450643776824034
nuclear export	NA	NA	NA	0.014182692307692308	NA	NA	NA	NA	NA
nuclear membrane disassembly	NA	NA	NA	NA	NA	0.00194884287454324	NA	NA	NA
nuclear receptor-mediated glucocorticoid signaling pathway	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
nuclear receptor-mediated signaling pathway	NA	NA	NA	0.015384615384615385	0.01722807919773721	0.017783191230207065	0.016221612178687297	0.017167381974248927	0.017167381974248927
nuclear receptor-mediated steroid hormone signaling pathway	NA	NA	NA	0.011057692307692308	0.011571097968629467	0.011449451887941534	NA	0.012589413447782546	0.012589413447782546
nucleobase metabolic process	NA	NA	NA	NA	0.004628439187451787	NA	0.003743448964312453	NA	NA
nucleolar chromatin organization	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
nucleoside bisphosphate metabolic process	NA	NA	NA	0.002403846153846154	NA	NA	NA	NA	NA
nucleoside diphosphate catabolic process	NA	NA	NA	0.010336538461538461	NA	NA	0.010232093835787373	NA	NA
nucleoside diphosphate metabolic process	NA	NA	NA	NA	NA	NA	0.012478163214374845	NA	NA
nucleoside monophosphate biosynthetic process	NA	NA	NA	NA	0.0053998457186937516	NA	NA	NA	NA
nucleoside monophosphate metabolic process	NA	NA	NA	NA	0.007199794291591669	NA	NA	NA	NA
nucleoside phosphate catabolic process	NA	NA	NA	0.016346153846153847	NA	NA	0.0159720489143998	0.017167381974248927	0.017167381974248927
nucleoside triphosphate biosynthetic process	NA	NA	NA	NA	0.014913859604011315	NA	0.012228599950087347	NA	NA
nucleosome assembly	NA	NA	NA	0.011057692307692308	0.00977114939573155	NA	0.00973296730721238	NA	NA
nucleosome disassembly	NA	NA	NA	0.003125	NA	NA	NA	NA	NA
nucleosome organization	NA	NA	NA	0.014182692307692308	0.01131396245821548	NA	0.011729473421512353	NA	NA
nucleotide catabolic process	NA	NA	NA	0.014182692307692308	0.013628182051941374	NA	0.013725979535812328	0.015450643776824034	0.015450643776824034
nucleotide salvage	NA	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
nucleotide-excision repair	0.017687074829931974	NA	NA	0.008173076923076924	NA	NA	NA	NA	NA
nucleotide-sugar biosynthetic process	0.006802721088435374	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA
nucleotide-sugar metabolic process	0.00816326530612245	NA	NA	NA	NA	NA	NA	0.0054363376251788265	0.0054363376251788265
nucleus localization	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
odontogenesis	NA	NA	NA	NA	0.011571097968629467	NA	NA	0.01402002861230329	0.01402002861230329
odontogenesis of dentin-containing tooth	NA	NA	NA	NA	0.008485471843661609	0.008038976857490865	NA	0.010586552217453506	0.010586552217453506
olefinic compound biosynthetic process	NA	NA	NA	NA	NA	NA	0.00399301222859995	NA	NA
olefinic compound metabolic process	NA	NA	NA	NA	0.014913859604011315	0.01559074299634592	NA	0.014878397711015737	0.014878397711015737
olfactory bulb development	NA	NA	NA	0.0038461538461538464	0.0038570326562098224	NA	NA	NA	NA
olfactory lobe development	NA	NA	NA	NA	0.004371303677037799	NA	NA	NA	NA
oligodendrocyte differentiation	NA	NA	NA	0.010817307692307692	0.01105682694780149	NA	NA	NA	NA
oligosaccharide biosynthetic process	NA	0.005196304849884526	NA	NA	NA	NA	NA	NA	NA
oligosaccharide catabolic process	NA	NA	NA	NA	NA	0.002192448233861145	0.0024956326428749688	NA	NA
oligosaccharide metabolic process	NA	0.009815242494226328	NA	NA	0.007456929802005657	0.00633373934226553	0.006239081607187422	NA	NA
oncogene-induced cell senescence	NA	NA	NA	0.001201923076923077	NA	NA	0.0012478163214374844	NA	NA
one-carbon compound transport	NA	NA	NA	0.003605769230769231	NA	0.003166869671132765	0.0032443224357374596	0.0031473533619456365	0.0031473533619456365
oocyte development	NA	NA	NA	NA	NA	NA	NA	0.0068669527896995704	0.0068669527896995704
oocyte differentiation	NA	NA	NA	0.00625	NA	NA	NA	0.0068669527896995704	0.0068669527896995704
oocyte maturation	0.00816326530612245	NA	NA	NA	NA	NA	NA	0.004864091559370529	0.004864091559370529
opsonization	NA	NA	NA	NA	0.0025713551041398816	0.00243605359317905	0.002246069378587472	NA	NA
organ growth	0.021768707482993196	NA	NA	0.01610576923076923	0.016970943687323218	0.014372716199756394	0.0159720489143998	0.01430615164520744	0.01430615164520744
organ or tissue specific immune response	NA	NA	NA	0.005048076923076923	NA	0.004628501827040195	0.005490391814324931	NA	NA
organelle disassembly	0.021768707482993196	NA	NA	NA	NA	NA	NA	NA	NA
organelle localization by membrane tethering	NA	NA	NA	NA	NA	NA	0.007486897928624906	NA	NA
organic heteropentacyclic compound metabolic process	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
organic hydroxy compound catabolic process	NA	0.009237875288683603	NA	0.0057692307692307696	NA	0.0060901339829476245	NA	0.0068669527896995704	0.0068669527896995704
osteoblast development	NA	NA	NA	0.002403846153846154	NA	NA	NA	NA	NA
osteoblast proliferation	0.00816326530612245	NA	NA	NA	NA	NA	0.003743448964312453	NA	NA
osteoclast differentiation	NA	NA	NA	NA	0.00977114939573155	0.01023142509135201	NA	0.010014306151645207	0.010014306151645207
otic vesicle development	NA	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
outflow tract morphogenesis	0.017687074829931974	NA	NA	0.008173076923076924	0.008999742864489586	NA	0.0079860244571999	0.009728183118741058	0.009728183118741058
outflow tract septum morphogenesis	NA	NA	NA	NA	NA	NA	NA	0.0034334763948497852	0.0034334763948497852
ovarian follicle development	NA	0.008083140877598153	NA	NA	NA	0.007551766138855055	0.005739955078612428	NA	NA
ovulation	NA	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
ovulation cycle	0.0163265306122449	0.009815242494226328	NA	0.009134615384615385	0.008485471843661609	0.008526187576126675	0.009233840778637384	0.008869814020028613	0.008869814020028613
ovulation cycle process	0.012244897959183673	NA	NA	0.006009615384615385	0.005914116739521728	0.005602923264311815	0.006239081607187422	0.006294706723891273	0.006294706723891273
ovulation from ovarian follicle	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
oxidative phosphorylation	NA	NA	NA	NA	0.015685266135253277	NA	0.014474669328674819	0.012589413447782546	0.012589413447782546
p38MAPK cascade	NA	NA	NA	NA	NA	NA	0.006239081607187422	NA	NA
pallium development	0.02312925170068027	NA	NA	0.015384615384615385	NA	NA	0.0159720489143998	0.017167381974248927	0.017167381974248927
pancreas development	NA	NA	NA	NA	NA	0.008038976857490865	NA	NA	NA
parasympathetic nervous system development	NA	NA	NA	NA	NA	NA	0.0024956326428749688	NA	NA
parental behavior	NA	NA	NA	NA	0.0020570840833119054	NA	0.002246069378587472	NA	NA
penile erection	NA	NA	NA	NA	0.0015428130624839291	NA	0.0017469428500124782	NA	NA
peptide antigen assembly with MHC class II protein complex	NA	NA	NA	0.002403846153846154	NA	0.002679658952496955	0.0029947591714499623	NA	NA
peptide antigen assembly with MHC protein complex	NA	NA	NA	0.003125	NA	0.003166869671132765	0.0034938857000249564	NA	NA
peptide biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.0037195994277539344	0.0037195994277539344
peptide cross-linking	NA	NA	NA	NA	0.0030856261249678583	NA	0.0032443224357374596	NA	NA
peptide metabolic process	NA	NA	NA	NA	NA	NA	NA	0.0068669527896995704	0.0068669527896995704
peptidyl-proline modification	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
peptidyl-serine modification	NA	NA	NA	0.01514423076923077	0.016970943687323218	0.014372716199756394	0.014225106064387321	0.015450643776824034	0.015450643776824034
peptidyl-serine phosphorylation	NA	NA	NA	0.014182692307692308	0.016456672666495243	0.01412911084043849	0.013975542800099825	0.015164520743919885	0.015164520743919885
peptidyl-threonine dephosphorylation	NA	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
peptidyl-threonine modification	0.01904761904761905	NA	NA	NA	NA	NA	NA	NA	NA
peptidyl-threonine phosphorylation	0.01904761904761905	NA	NA	NA	NA	0.007308160779537149	NA	NA	NA
peptidyl-tyrosine autophosphorylation	0.006802721088435374	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
peptidyl-tyrosine dephosphorylation	0.00816326530612245	NA	NA	0.003125	NA	NA	0.0034938857000249564	NA	NA
peptidyl-tyrosine modification	NA	NA	NA	0.01826923076923077	0.020313705322705065	0.017783191230207065	0.01946593461442476	0.017453505007153074	0.017453505007153074
peptidyl-tyrosine phosphorylation	NA	NA	NA	0.017788461538461538	0.020056569812291078	0.01753958587088916	0.018966808085849763	0.017453505007153074	0.017453505007153074
peripheral nervous system development	NA	NA	NA	0.008173076923076924	0.009256878374903575	0.008526187576126675	0.008485150985774894	0.008297567954220314	0.008297567954220314
peristalsis	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
PERK-mediated unfolded protein response	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
peroxisomal membrane transport	NA	NA	NA	NA	NA	NA	0.003743448964312453	0.0031473533619456365	0.0031473533619456365
peroxisomal transport	NA	NA	NA	NA	NA	NA	0.003743448964312453	0.0031473533619456365	0.0031473533619456365
peroxisome organization	NA	NA	NA	NA	NA	NA	0.004741702021462441	NA	NA
phagocytosis, recognition	NA	NA	NA	NA	NA	0.00341047503045067	NA	NA	NA
pharyngeal arch artery morphogenesis	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
pharyngeal system development	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
phasic smooth muscle contraction	NA	0.006351039260969977	NA	NA	0.0030856261249678583	0.00341047503045067	0.003743448964312453	0.0031473533619456365	0.0031473533619456365
phenol-containing compound biosynthetic process	NA	NA	NA	NA	0.005914116739521728	NA	0.004741702021462441	NA	NA
phenol-containing compound catabolic process	NA	0.0040415704387990765	NA	NA	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
phenol-containing compound metabolic process	NA	0.013279445727482679	NA	0.011057692307692308	0.013371046541527385	0.011449451887941534	0.012478163214374845	0.01430615164520744	0.01430615164520744
phosphatidylinositol biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.010300429184549357	0.010300429184549357
phosphatidylinositol metabolic process	0.01904761904761905	NA	NA	NA	NA	NA	NA	0.012875536480686695	0.012875536480686695
phosphatidylinositol phosphate biosynthetic process	0.012244897959183673	NA	NA	NA	NA	NA	NA	0.005722460658082976	0.005722460658082976
phosphatidylinositol-3-phosphate biosynthetic process	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
phosphatidylinositol-mediated signaling	NA	NA	NA	0.0028846153846153848	NA	0.0036540803897685747	NA	0.0034334763948497852	0.0034334763948497852
phospholipase C-activating dopamine receptor signaling pathway	NA	NA	NA	NA	0.0017999485728979173	NA	NA	NA	NA
phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway	NA	NA	NA	0.0014423076923076924	NA	NA	NA	NA	NA
phospholipase C-activating G protein-coupled receptor signaling pathway	NA	NA	NA	0.012259615384615384	0.01671380817690923	0.013398294762484775	0.013975542800099825	0.01630901287553648	0.01630901287553648
phospholipase C-activating serotonin receptor signaling pathway	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
photoperiodism	0.006802721088435374	NA	NA	NA	0.0030856261249678583	0.003166869671132765	0.0034938857000249564	0.0037195994277539344	0.0037195994277539344
phototransduction	NA	NA	NA	0.0045673076923076926	NA	NA	0.005240828550037434	NA	NA
phototransduction, visible light	NA	NA	NA	0.002403846153846154	NA	NA	0.0024956326428749688	NA	NA
physiological cardiac muscle hypertrophy	NA	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
physiological muscle hypertrophy	NA	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
pigment catabolic process	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
pigment metabolic process	0.013605442176870748	NA	NA	0.0069711538461538465	0.007199794291591669	NA	NA	NA	NA
pigmentation	NA	0.013279445727482679	NA	NA	0.012085368989457444	NA	NA	NA	NA
pituitary gland development	0.00816326530612245	NA	NA	0.004807692307692308	0.00565698122910774	0.00438489646772229	0.0049912652857499375	0.004864091559370529	0.004864091559370529
placenta development	0.02857142857142857	0.016166281755196306	NA	0.012980769230769231	0.014142453072769349	0.013398294762484775	0.01272772647866234	0.015164520743919885	0.015164520743919885
plasma lipoprotein particle assembly	NA	NA	NA	NA	NA	NA	0.0032443224357374596	NA	NA
plasma lipoprotein particle clearance	0.00816326530612245	NA	NA	0.004326923076923077	NA	NA	NA	NA	NA
plasma lipoprotein particle organization	NA	NA	NA	0.005048076923076923	NA	0.005115712545676005	0.005739955078612428	0.0054363376251788265	0.0054363376251788265
plasma lipoprotein particle remodeling	NA	NA	NA	NA	NA	0.0036540803897685747	0.004242575492887447	NA	NA
platelet activation	0.02857142857142857	NA	NA	0.013942307692307693	0.012342504499871433	0.013398294762484775	NA	0.012303290414878397	0.012303290414878397
platelet aggregation	0.014965986394557823	NA	NA	0.007211538461538462	NA	NA	NA	0.008011444921316165	0.008011444921316165
platelet degranulation	0.004081632653061225	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
platelet-derived growth factor receptor signaling pathway	0.010884353741496598	NA	NA	0.0057692307692307696	0.005914116739521728	NA	0.005989518342899925	NA	NA
platelet-derived growth factor receptor-beta signaling pathway	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
polyol biosynthetic process	0.010884353741496598	NA	0.041237113402061855	NA	NA	NA	NA	NA	NA
polyol metabolic process	NA	NA	NA	NA	0.009514013885317562	0.009500609013398295	NA	NA	NA
polysaccharide biosynthetic process	NA	NA	NA	0.006009615384615385	NA	NA	NA	0.006580829756795422	0.006580829756795422
polysaccharide metabolic process	0.014965986394557823	0.011547344110854504	NA	0.009375	0.009256878374903575	0.01023142509135201	NA	0.012303290414878397	0.012303290414878397
porphyrin-containing compound catabolic process	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
porphyrin-containing compound metabolic process	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
positive chemotaxis	NA	NA	NA	0.007692307692307693	0.008485471843661609	0.00682095006090134	0.006738208135762416	0.008297567954220314	0.008297567954220314
positive regulation of actin filament bundle assembly	0.014965986394557823	NA	NA	NA	0.006685523270763692	NA	0.0072373346643374095	0.006294706723891273	0.006294706723891273
positive regulation of activin receptor signaling pathway	NA	NA	NA	NA	NA	0.00146163215590743	NA	0.001430615164520744	0.001430615164520744
positive regulation of acute inflammatory response	NA	NA	NA	0.003125	NA	NA	NA	0.004291845493562232	0.004291845493562232
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	NA	NA	NA	NA	NA	NA	0.010980783628649862	NA	NA
positive regulation of adenylate cyclase activity	NA	NA	NA	NA	0.0035998971457958345	0.00341047503045067	NA	NA	NA
positive regulation of alcohol biosynthetic process	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
positive regulation of alpha-beta T cell activation	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of alpha-beta T cell differentiation	0.010884353741496598	NA	NA	NA	NA	NA	NA	0.006008583690987125	0.006008583690987125
positive regulation of amide metabolic process	NA	NA	NA	NA	0.0038570326562098224	NA	NA	NA	NA
positive regulation of amine transport	NA	NA	NA	NA	0.004628439187451787	0.00535931790499391	0.0049912652857499375	0.0054363376251788265	0.0054363376251788265
positive regulation of amino acid transport	NA	NA	NA	NA	NA	NA	0.0029947591714499623	NA	NA
positive regulation of amyloid precursor protein catabolic process	NA	NA	NA	0.0033653846153846156	0.0035998971457958345	0.003166869671132765	NA	NA	NA
positive regulation of amyloid-beta formation	NA	NA	NA	NA	0.0030856261249678583	NA	NA	NA	NA
positive regulation of angiogenesis	0.0326530612244898	0.023094688221709007	NA	0.016346153846153847	0.016970943687323218	0.01364190012180268	0.016471175442974793	0.01602288984263233	0.01602288984263233
