	GSM5952180	GSM5952181	GSM5952182	GSM5952183	GSM5952184	GSM5952185	GSM5952186	GSM5952187	GSM5952188	GSM5952189	GSM5952190	GSM5952191	
ANO7L1	25	4	10	14	16	26	17	10	15	36	14	12	5
CPLANE2	4	16	6	15	20	113	47	93	33	34	5	31	29
FBXO42	1398	1266	1001	1550	1227	1194	1390	1166	610	1143	124	471	837
SZRD1	2926	5103	4190	4301	4580	5978	3279	4956	1680	3088	599	2374	457
SPATA21	1382	2697	2329	2465	2506	3702	1989	3136	1137	1937	453	1944	227
NECAP2	1439	2865	1189	2942	1965	4858	3262	3887	2100	3150	319	1649	659
LINC01772	31	97	54	136	130	140	193	133	100	109	112	313	202
CROCCP3	30	128	50	252	165	201	335	195	150	198	34	113	356
RNU1-1	20	6	7	10	54	32	2	4	14	4	40	105	5444
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	1	2	0	2	0	1	2	0	0
TRE-TTC4-1	0	0	0	0	0	1	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	1	1	0	1	0	0	0	0	0
NBPF1	82	372	396	487	801	449	781	468	579	703	364	327	3122
LOC105376794	117	609	151	1679	576	1029	1521	1050	1213	1059	389	239	173
CROCCP2	105	284	111	688	403	613	572	510	541	483	71	154	92
MST1P2	8	36	15	39	35	122	131	99	82	42	2	13	9
LOC107985736	1	5	2	11	9	7	3	12	3	4	10	11	7
RNU1-3	16	4	6	5	40	24	1	3	11	4	32	87	3162
TRG-CCC4-1	0	0	0	0	0	1	0	0	0	0	0	0	0
ESPNP	0	17	1	2	5	42	0	38	2	1	0	1	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-4	12	4	8	7	47	23	6	6	9	6	35	79	1471
MST1L	7	20	13	48	24	68	43	50	30	24	5	13	10
MIR3675	0	0	0	0	0	0	0	1	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC112267871	0	0	0	1	1	5	0	2	0	1	0	0	0
TRE-TTC3-1	0	0	0	0	0	1	0	1	0	0	0	0	0
TRN-GTT13-1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	17	76	37	66	94	92	102	121	70	66	4	34	3
TRN-GTT4-1	0	0	0	0	0	0	0	0	0	0	1	0	6
RNU1-2	14	3	9	8	50	24	6	7	9	6	31	66	675
CROCC	38	420	103	833	774	1080	1233	841	828	1025	177	509	164
MFAP2	0	0	1	1	0	1	1	0	0	1	5	1	2
LOC105376806	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A2	262	728	269	1180	851	1522	1166	911	719	1022	63	372	153
SDHB	2024	1549	1627	1667	1770	1408	1124	1126	730	1439	44	539	452
PADI2	22593	1147	3484	1516	2431	71	292	175	308	789	293	565	697
LOC105376808	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02783	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	1	0	0	1	0	0	1	0	0	0	0	0
PADI3	1	0	0	1	0	0	0	0	0	0	0	0	2
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	16184	1046	2707	943	1401	93	915	127	596	778	217	494	0
PADI6	1	3	8	24	17	0	41	1	2	3	2	9	0
RCC2	666	4100	1247	4941	4499	6802	4496	4124	2605	4790	510	2074	1172
ARHGEF10L	11	429	80	814	636	29	519	347	333	1449	52	228	410
LINC02810	0	0	1	0	0	0	0	1	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC105376812	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	1	0	0	0	0	0	0	0	0	0	1	0	121
IGSF21-AS1	0	0	0	0	0	0	0	1	0	1	1	0	7
KLHDC7A	0	3	0	7	2	1	3	4	0	0	0	1	3
PAX7	0	0	0	0	0	1	1	1	0	0	3	0	0
TAS1R2	0	0	3	0	1	0	0	0	0	0	0	0	0
ALDH4A1	220	115	128	226	259	291	161	190	150	189	209	254	105
MIR4695	0	0	0	0	1	1	1	0	0	0	0	1	0
MIR1290	0	0	0	0	0	0	0	0	0	0	0	0	0
IFFO2	131	1965	371	1584	3537	1756	1520	1375	647	919	280	1300	532
LOC105376815	0	0	0	1	0	0	0	4	0	0	4	0	1
UBR4	3288	8168	7555	8311	6379	8127	6828	7053	2951	5538	1925	2861	10402
EMC1-AS1	18	63	41	87	66	41	40	32	17	43	14	19	84
EMC1	155	1273	343	1268	760	1513	1221	1199	634	1005	226	634	2707
MRTO4	53	522	130	375	236	1595	585	997	665	389	217	316	415
AKR7L	2	11	9	34	28	33	37	35	21	20	10	29	23
AKR7A3	1	23	10	37	24	36	43	39	29	28	12	30	20
LOC100506730	1	27	11	46	29	79	89	94	31	55	14	25	164
AKR7A2	94	348	86	410	475	696	579	479	598	466	66	173	404
SLC66A1	167	357	247	475	385	448	385	480	215	377	174	369	115
CAPZB	20507	10442	11516	8783	7224	8376	10927	7516	6779	9446	2367	5565	853
LOC105376819	1	5	1	4	2	0	5	3	0	3	0	3	4
LOC105376818	0	0	0	0	0	1	0	0	0	0	6	1	0
LOC105376817	0	1	0	0	1	0	4	1	2	2	3	1	5
MICOS10-DT	0	0	0	0	2	1	2	0	2	0	1	2	0
MICOS10	266	591	289	407	473	692	648	503	855	629	178	503	311
MICOS10-NBL1	80	234	107	165	148	679	210	447	282	171	78	304	72
RPS14P3	35	174	74	198	260	314	245	348	325	166	485	596	42
NBL1	3	92	7	66	31	560	99	376	152	42	44	217	29
HTR6	0	5	0	28	9	22	47	18	25	29	4	16	3
TMCO4	80	385	162	470	441	952	797	774	435	627	62	298	185
RNF186	0	0	0	1	0	1	2	0	0	0	0	0	0
LOC105376823	0	1	0	3	2	0	3	0	2	0	0	0	32
OTUD3	53	467	199	497	606	718	710	701	260	408	33	222	1400
PLA2G2E	0	0	1	1	0	0	0	0	0	0	0	0	2
PLA2G2A	0	0	0	0	0	0	1	0	0	0	2	1	28
PLA2G5	0	0	0	1	1	1	2	0	0	0	2	0	93
PLA2G2D	1	7	3	3	2	2	19	4	19	6	6	2	0
PLA2G2F	0	0	0	0	1	0	1	0	0	1	0	0	0
PLA2G2C	0	0	1	2	3	2	2	0	5	2	1	6	1
UBXN10	8	34	3	35	57	38	62	12	45	30	6	29	271
UBXN10-AS1	0	4	1	3	7	11	5	3	10	4	0	15	0
LOC105376825	2	3	2	4	8	2	8	2	14	4	13	9	26
LOC105376826	0	0	0	0	0	1	0	0	0	0	2	1	1
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	3	2	3	0	11	9	12	1	5	1	0	39
LINC01141	0	0	0	0	0	1	0	0	1	3	0	2	15
CAMK2N1	1	90	21	163	126	255	208	153	120	81	56	152	1342
MUL1	515	861	640	752	625	957	535	819	298	497	105	543	390
FAM43B	0	0	0	0	0	0	0	0	0	0	0	0	11
CDA	6448	938	1460	1101	1441	14	387	156	283	457	222	1162	2
PINK1	1419	407	672	828	757	696	570	764	369	554	55	300	613
MIR6084	22	2	17	34	27	16	3	3	7	12	0	1	8
PINK1-AS	989	738	654	865	755	1224	916	1403	722	781	192	618	495
DDOST	2717	6002	3162	4660	3632	6040	4282	6160	2994	3550	258	1455	759
KIF17	1	1	8	2	3	5	11	4	1	5	9	3	10
SH2D5	0	3	10	9	2	7	2	3	0	0	8	16	3
LOC112268222	406	1007	435	1325	879	2058	2410	2037	1135	1740	125	598	822
HP1BP3	1626	4276	1764	5284	4123	5914	6793	4923	2959	5058	802	1219	6813
EIF4G3	4139	2036	3931	2456	2452	1939	2652	1396	811	1823	251	640	8007
LOC105376830	7	13	23	22	24	17	66	21	82	34	126	73	182
LOC105376829	1	19	34	12	17	8	23	0	23	14	27	25	81
MIR1256	0	0	0	1	0	0	1	0	0	1	0	0	9
ECE1	18834	12670	15120	7008	6181	4334	4457	3681	2186	4841	4585	9303	1190
ECE1-AS1	40	95	98	68	109	73	77	88	51	52	85	350	6
LOC105376832	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	74	145	103	321	251	405	478	334	145	134	14	50	789
ALPL	83101	1215	25211	785	2690	3	19	106	6	3	364	2866	22
LINC02596	76	5	36	10	42	0	0	0	0	0	8	73	3
RAP1GAP	48	13	118	23	106	19	9	16	6	1	21	39	157
USP48	1152	2371	1275	3159	2187	2745	3029	2569	2502	2555	818	1153	3627
LDLRAD2	3	16	4	18	12	16	48	10	59	26	3	14	15
HSPG2	10	66	10	61	43	29	121	28	99	79	11	22	88
CELA3B	0	0	0	0	0	0	0	0	0	0	0	1	0
CELA3A	0	0	1	0	0	1	0	0	0	0	0	1	0
LINC01635	3	4	2	7	13	9	12	17	5	9	11	15	16
LINC00339	107	116	39	104	116	382	348	385	292	214	25	144	44
CDC42-AS1	15	10	8	11	25	26	21	25	32	20	6	19	2
CDC42	27306	13898	18178	13635	13121	10041	12335	9357	6965	12245	2817	10817	7077
WNT4	4	4	3	7	11	8	14	3	11	9	19	29	14
LOC105376845	3	2	5	3	1	5	0	8	6	4	14	25	1
LOC105376850	0	0	0	2	0	1	0	3	0	0	0	2	4
LOC107985377	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376856	0	1	0	0	0	0	0	0	0	0	0	0	0
ZBTB40	484	1822	522	2630	2115	4170	4261	3868	1137	2738	145	627	2507
EPHA8	0	0	1	4	0	1	1	1	1	1	1	1	0
MIR6127	0	0	0	0	0	0	0	1	0	0	0	0	0
C1QA	782	513	1659	240	244	1	186	57	186	534	37	147	172
C1QC	511	260	845	43	37	22	36	137	21	135	0	14	295
C1QB	1026	639	1662	123	94	39	118	176	59	404	3	33	726
EPHB2	26	57	36	346	131	2	21	17	76	380	33	42	699
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	1	2	0	3	2	0	1	0	1	1	0	1	11
LACTBL1	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX46	0	0	0	0	0	2	0	0	0	0	0	1	0
KDM1A	242	1292	415	1771	1547	2320	1773	1640	968	1385	363	695	3543
MIR3115	0	0	0	0	0	0	0	0	0	0	0	0	9
LUZP1	904	1570	661	1965	2789	2104	1080	1148	524	857	569	1013	1748
HTR1D	1	0	0	2	0	1	0	0	0	1	4	1	0
LINC01355	11	4	29	73	131	238	41	286	47	25	33	30	500
HNRNPR	1374	6880	3239	6157	3342	7011	5720	5509	2983	4737	664	1753	8726
ZNF436	258	248	194	293	291	497	232	500	55	149	9	39	3143
ZNF436-AS1	5	14	12	33	34	63	32	55	14	9	1	15	163
TCEA3	5	62	33	103	98	111	290	152	272	135	81	194	490
ASAP3	3	17	12	20	17	25	15	18	24	35	0	6	1086
E2F2	1349	585	377	1012	127	684	321	191	503	447	55	94	132
LOC101928163	32	16	11	25	1	13	5	4	6	9	1	1	5
LOC105376859	0	3	0	3	5	16	17	11	5	5	0	5	0
ID3	28	67	24	151	241	647	210	285	98	143	20	255	155
LOC107984928	0	0	0	0	1	0	3	5	5	1	3	3	4
MDS2	1	25	3	51	40	55	125	51	182	114	80	129	0
RPL11	5939	27557	13412	28022	26499	33750	34582	33340	36289	22704	15494	45788	2709
ELOA	476	2017	497	1604	1893	2495	1498	1781	711	1156	222	403	2126
ELOA-AS1	51	105	32	101	145	217	155	240	51	122	17	20	295
PITHD1	602	1478	967	2907	2249	2012	1300	1801	942	1036	522	1777	539
LOC105376860	98	87	106	144	101	146	84	101	51	77	3	27	8
LYPLA2	1662	1351	1338	2005	1157	2329	1581	1826	1494	1336	624	1032	32
GALE	149	196	152	665	189	520	196	343	162	187	28	73	58
HMGCL	322	254	252	378	203	667	396	582	403	386	73	180	223
LOC105376861	0	2	8	47	6	4	5	2	5	21	3	4	6
FUCA1	297	2088	1290	9672	565	868	730	1438	331	1149	67	202	460
CNR2	22	373	111	1182	178	918	460	656	167	246	80	136	0
LOC107984929	0	2	1	30	3	15	5	15	0	6	4	2	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	4239	6441	6067	9048	7726	5694	4520	4692	1985	3648	654	2197	4693
SRSF10	1005	5568	2363	6163	5342	6538	5690	5465	3381	4500	3514	4845	6408
LOC105378615	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376863	1	1	0	0	0	0	0	0	0	2	0	2	0
LOC107984931	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM3	0	0	0	0	0	2	0	1	0	0	1	0	7
MYOM3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105376864	0	0	0	0	0	2	0	0	3	0	1	0	7
IL22RA1	0	8	1	0	0	1	2	0	0	0	0	1	4
IFNLR1	21	255	53	336	113	437	303	372	109	137	14	114	17
LINC02800	0	0	0	0	0	0	0	0	1	0	2	0	1
GRHL3-AS1	0	0	0	1	0	0	1	0	0	0	0	0	17
GRHL3	0	0	0	0	0	4	1	8	3	0	0	3	29
STPG1	9	47	37	72	46	168	96	123	53	59	3	16	126
NIPAL3	185	1294	487	2034	858	2454	2391	1847	1415	1647	485	428	1234
RCAN3AS	0	33	5	35	33	53	73	49	97	49	15	35	0
RCAN3	241	4537	830	4936	2902	4873	6624	4220	2904	4071	233	1449	400
NCMAP-DT	5	192	43	280	177	418	471	344	139	304	14	11	24
NCMAP	2	3	5	9	10	32	2	22	3	1	11	14	0
SRRM1	2493	6682	1939	6077	6008	6581	6991	6562	5590	5258	4302	8780	3430
CLIC4	1673	5724	4177	1973	1764	1683	1242	2742	634	1601	121	603	35500
LOC105376876	0	12	6	31	12	1	27	0	21	17	3	23	0
RUNX3	1441	25322	5140	25358	13054	17159	20050	15723	9658	11991	3722	28735	14
MIR6731	0	4	2	6	4	2	6	4	2	9	0	5	0
LOC107984932	4	173	10	121	127	43	143	49	140	148	67	256	2
RUNX3-AS1	10	230	73	329	179	377	262	278	96	165	151	245	4
MIR4425	0	2	5	6	0	0	4	0	3	14	9	9	0
LINC02793	0	3	3	43	7	24	12	22	3	5	6	12	0
SYF2	3699	3033	3594	3376	3448	2603	2771	2647	2963	2517	4123	5254	1068
RSRP1	6677	3670	7238	8734	11065	3616	5150	3616	2701	4075	406	1434	1361
LOC105376882	4	3	2	0	6	1	2	5	3	1	3	9	0
RHD	96	132	128	97	193	116	134	149	185	126	703	536	11
TMEM50A	4286	3709	3756	3101	2768	2896	2680	2736	1279	2831	414	1466	697
RHCE	2914	2355	2241	1902	1603	1837	1948	1971	858	1833	306	1145	526
MACO1	1280	1620	1019	1766	2118	1728	1219	1549	648	785	685	1886	1383
LDLRAP1	83	1428	559	1910	854	3671	6988	3381	3388	2805	309	889	66
MAN1C1	23	309	67	479	519	1845	1004	1637	487	788	121	181	620
SELENON	510	2220	1038	2157	1476	1896	2120	2250	722	2230	243	703	476
MTFR1L	669	756	535	908	644	1023	1118	1116	838	940	171	354	387
LOC646471	106	222	102	240	235	189	313	186	101	216	31	24	99
AUNIP	88	123	88	149	104	251	147	144	89	144	37	52	212
PAQR7	47	147	81	418	302	194	284	203	234	410	113	172	126
STMN1	392	1136	417	850	593	6438	1162	1801	1418	668	71	363	1885
MIR3917	5	18	13	12	9	126	19	22	12	9	0	2	20
LOC105376885	0	0	0	0	1	0	0	0	0	0	0	0	0
PAFAH2	138	894	368	1179	695	850	1220	883	651	661	223	765	290
LOC101928216	0	0	0	0	0	0	0	2	0	0	1	2	25
EXTL1	0	0	0	1	0	1	0	3	2	1	1	0	51
SLC30A2	2	4	7	5	3	0	4	2	2	1	2	5	3
LOC105376910	0	0	0	1	0	1	0	3	1	0	1	0	0
TRIM63	0	0	0	0	0	0	0	1	1	0	0	0	1
PDIK1L	58	411	129	343	152	780	432	628	199	333	26	97	1918
LOC105376886	0	3	1	7	1	1	1	2	0	3	1	1	19
FAM110D	0	2	0	1	1	1	0	3	3	1	7	13	10
C1orf232	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF593	49	159	66	170	282	306	175	217	356	133	160	242	70
CNKSR1	3	56	11	16	27	53	108	59	219	58	6	31	4
CATSPER4	0	0	0	0	0	1	0	1	3	0	2	3	0
ZPLD2P	0	1	0	0	1	0	1	2	0	0	2	0	3
CEP85	213	621	245	780	526	1024	650	735	301	543	50	187	420
SH3BGRL3	28014	24389	12630	21565	17837	9127	22431	12074	17164	18722	12737	22610	63
UBXN11	713	3316	1166	3762	3920	1473	4477	1258	3976	4526	757	1922	63
CD52	604	5639	1049	4177	4921	3889	9145	2564	9493	6318	1269	3909	0
CRYBG2	5	75	11	87	31	67	79	81	55	80	16	21	0
ZNF683	2	251	62	458	262	275	597	448	323	441	64	90	2
LIN28A	0	0	1	4	5	1	4	3	6	2	4	1	32
DHDDS	264	548	304	648	474	1081	701	1069	520	660	193	381	698
DHDDS-AS1	9	15	4	19	22	22	35	21	13	31	4	10	58
HMGN2	5833	5570	2771	3456	3540	8578	4499	5877	4034	4415	748	2718	2343
RPS6KA1	15793	2424	4145	4762	4864	4981	4199	3882	3013	4115	816	1869	105
MIR1976	0	0	1	0	1	1	0	0	0	0	0	0	0
LOC105376888	2	1	3	2	1	9	3	5	5	5	4	14	5
LOC101928728	10	25	10	21	12	43	39	30	6	13	21	23	30
ARID1A	2634	5497	1714	6512	5129	7190	8963	6280	4408	6028	1868	5025	2070
PIGV	171	161	217	222	220	507	207	352	137	199	29	94	176
ZDHHC18	9561	5079	17237	3748	9296	5446	2532	5083	1408	1986	1533	8000	139
SFN	19	29	59	31	95	14	25	23	13	11	111	273	0
GPN2	329	954	341	1158	930	1173	816	1082	468	592	326	544	525
GPATCH3	366	561	401	847	806	653	511	645	420	461	429	674	89
NUDC	595	1511	648	1408	1277	3176	1831	2345	1604	1586	342	1289	519
NR0B2	0	0	0	0	0	3	0	3	0	1	1	0	1
KDF1	0	16	2	11	29	40	27	33	23	16	4	6	5
TRNP1	16	18	7	76	56	1	15	2	9	25	5	23	88
TENT5B	1	0	2	8	23	0	2	0	3	6	8	5	24
LOC101928391	1	0	0	0	0	0	1	1	0	1	3	0	0
SLC9A1	2150	1140	1081	1698	1910	1203	1089	1162	366	892	305	1509	59
LOC102723760	0	0	0	0	2	0	0	0	0	0	0	0	0
WDTC1-DT	0	0	0	0	0	0	0	1	0	0	0	0	0
WDTC1	4107	1633	1680	2322	2277	3960	4048	3076	1494	2747	242	915	380
TMEM222	357	985	493	909	645	1160	819	1078	779	537	461	884	73
ACTG1P20	51	527	51	138	127	106	106	85	50	66	58	262	79
SYTL1	2007	1591	698	2717	2881	1568	4429	1426	3850	3181	232	1480	4
MAP3K6	87	92	48	233	200	176	212	149	191	211	23	94	139
FCN3	0	0	1	0	1	0	0	0	0	0	3	1	3
CD164L2	0	0	1	0	1	1	0	0	0	0	6	3	0
GPR3	16	43	34	94	129	30	97	21	54	76	25	118	36
WASF2	8798	8842	4705	10884	7569	8055	10931	7241	6265	9258	3872	6433	1177
LOC105376892	0	4	2	8	3	18	26	9	19	6	1	5	10
AHDC1	29	422	254	865	374	944	880	690	306	488	257	305	203
FGR	65096	11796	32998	14296	20203	1265	12507	2560	6252	21731	2726	9393	48
LINC02574	6	3	17	12	22	2	7	3	5	23	19	30	0
IFI6	4423	1338	6355	2520	5539	1480	807	1222	1893	9492	1460	3477	747
FAM76A	157	474	266	650	610	600	634	560	414	551	369	509	771
STX12	4812	2108	3118	2759	2331	1222	1319	1423	567	1969	227	872	3311
PPP1R8	551	1207	484	938	626	2396	1216	1924	550	832	93	439	1116
SCARNA1	0	1	0	0	1	0	2	0	0	2	0	0	56
THEMIS2	18644	9406	14258	7656	9762	1606	4259	2493	2996	9363	1611	5785	84
RPA2	553	1182	1010	1288	934	2968	1437	1841	917	1165	577	584	1264
SMPDL3B	21	18	66	26	37	5	9	4	4	11	41	66	10
XKR8	771	416	625	348	799	550	320	482	226	524	65	346	42
EYA3	852	817	907	903	807	1130	892	1183	411	741	155	348	1603
PTAFR	10668	8067	28386	5687	8291	884	1793	6516	1599	3064	17722	28407	163
DNAJC8	1840	2873	1925	2835	2498	4168	3100	3753	2423	2400	1110	2345	1867
ATP5IF1	1042	1120	548	1043	1274	1536	1530	1142	1162	881	152	591	265
SESN2	5380	1036	1576	1044	2147	911	306	1861	204	221	726	2388	310
MED18	299	143	231	178	102	644	189	589	174	147	167	187	145
PHACTR4	997	1315	747	1982	907	2157	2124	2291	1205	1465	642	898	1051
RCC1	253	738	488	961	825	1962	860	1029	597	616	53	304	297
SNHG3	379	1297	1154	1982	1506	1835	1325	1848	1277	816	597	1989	152
SNORA73A	0	6	3	9	3	60	17	20	8	7	0	2	80
SNORA73B	1	19	3	15	6	57	19	19	3	10	0	5	146
TRNAU1AP	479	431	190	459	353	825	527	678	523	452	56	282	264
SNHG12	169	377	193	643	638	1057	715	954	545	344	84	362	111
SNORD99	1	10	1	17	21	16	33	33	23	16	9	16	11
SNORA61	7	18	10	28	39	99	62	67	37	27	1	12	21
SNORA44	11	35	15	45	32	71	64	78	38	30	6	31	23
SNORA16A	4	19	8	22	18	56	64	53	21	20	0	1	13
RAB42	1	2	3	4	2	4	3	30	2	5	4	1	77
TAF12	1098	408	811	478	543	754	571	683	378	527	108	251	414
TAF12-DT	6	5	1	8	30	13	12	6	7	18	18	49	98
RNU11	6	2	1	3	24	3	3	2	2	8	10	29	48
GMEB1	762	1226	1294	1698	1021	1181	1109	1075	770	1117	795	980	440
YTHDF2	1538	2734	619	2286	2447	3298	2233	2509	1590	1945	296	1113	1988
OPRD1	0	9	15	14	10	23	32	76	24	19	58	73	35
EPB41	2100	6852	3090	11275	6483	9668	12353	8163	4086	7738	911	2268	1258
TMEM200B	137	450	220	711	432	979	1308	1041	673	752	138	658	32
SRSF4	2940	3090	2007	3739	2643	4025	4373	4347	2160	3212	1014	3722	1056
MECR	16	104	39	85	88	330	190	201	188	110	28	44	171
PTPRU	3	7	3	9	7	5	12	2	10	29	0	2	128
LINC01756	0	0	0	0	0	0	0	0	0	0	4	0	4
LOC107984933	0	0	0	0	0	0	0	0	0	0	2	0	2
LOC107984934	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01648	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC105378617	1	0	0	0	0	0	0	0	0	0	0	0	6
LOC105378618	0	0	0	0	0	0	0	0	0	0	1	0	0
MATN1	4	53	26	44	88	58	64	52	14	46	11	66	5
MATN1-AS1	6	99	28	95	125	186	207	242	60	129	21	100	7
LAPTM5	121222	87130	94837	76420	85903	32843	42218	35635	19495	43372	11491	35514	604
MIR4420	21	49	11	55	56	7	43	5	5	45	1	7	0
LOC105378620	427	955	747	739	2253	149	1151	273	968	1159	6178	5253	22
LOC105378621	0	1	0	1	1	0	0	0	0	1	2	4	0
LINC01778	0	0	0	2	0	0	0	0	0	0	0	0	9
LOC400748	0	1	0	0	0	0	0	1	0	0	1	0	7
SDC3	97	529	334	332	73	69	66	230	70	505	31	62	2108
PUM1	1984	3526	1924	4195	4004	3676	4275	3381	2380	3251	2169	3674	4873
SNORD103A	3	9	1	9	16	7	9	5	2	8	0	2	3
SNORD103B	2	10	2	12	18	5	9	5	4	8	0	3	18
SNORD103C	0	1	1	1	2	0	1	1	0	0	0	0	15
LOC107984935	0	1	1	1	0	0	0	2	0	3	0	0	0
NKAIN1	3	0	0	3	0	3	0	1	0	2	2	3	26
SNRNP40	382	737	303	886	761	1780	801	1321	736	667	116	485	1131
ZCCHC17	1341	676	370	741	453	1085	934	919	889	674	576	743	1460
FABP3	4	12	3	13	17	27	27	16	32	24	74	39	176
LOC105378623	1	0	0	0	0	0	0	0	0	1	3	0	1
LOC107985470	1	0	0	0	0	1	0	0	0	0	0	0	0
SERINC2	245	104	2	136	110	45	22	166	13	173	12	33	1
LOC105378625	0	1	0	0	0	0	0	0	1	0	0	0	0
LOC105379772	0	0	0	0	0	0	0	0	0	0	0	0	4
LDC1P	0	0	0	2	1	0	3	0	0	6	0	3	0
LINC01226	0	1	0	16	5	2	10	1	5	7	11	4	5
LOC105378626	0	1	0	6	2	1	1	1	4	8	5	5	4
TINAGL1	0	2	2	3	1	0	4	14	3	2	7	8	1
HCRTR1	63	38	29	46	43	58	36	50	24	30	18	14	27
PEF1	2738	1229	1118	1351	1390	1902	1291	1856	1041	1199	783	1542	291
PEF1-AS1	17	7	34	19	35	17	14	6	5	27	0	10	7
LOC105378628	2	5	3	1	3	13	2	3	2	1	3	2	3
COL16A1	12	1	0	0	2	9	1	9	10	1	4	4	503
LOC101929444	0	2	0	0	0	1	0	1	0	0	0	0	11
ADGRB2	0	28	3	41	55	25	69	9	52	49	11	36	276
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	36	79	582	178	41	4	280	37	233	103	96	149	35
PTP4A2	10825	18635	19100	21172	15409	14289	15122	13237	8951	14051	6481	12162	9663
KHDRBS1	3988	5934	4251	6361	5524	7752	4990	5230	2886	4715	931	2938	2551
TMEM39B	263	341	176	469	397	712	646	561	348	512	105	183	142
MIR5585	0	0	0	0	0	0	0	0	2	0	0	0	0
KPNA6	2380	3256	2214	4247	2554	4408	3821	3627	2526	3182	3589	5048	4253
TXLNA	972	1703	747	1745	1424	3954	1637	3092	1140	1477	878	1131	2527
CCDC28B	27	62	71	103	195	199	152	116	118	94	22	78	42
TMEM234	267	169	267	155	259	271	248	277	154	176	31	138	161
IQCC	14	48	49	58	100	130	63	79	28	34	17	41	110
DCDC2B	12	35	47	35	35	59	63	61	39	34	81	38	36
EIF3I	1652	2676	1505	2338	3483	4067	2386	2739	2387	2229	565	2069	1148
MTMR9LP	7	23	17	40	53	86	107	50	26	45	15	25	24
FAM167B	0	3	2	7	14	25	20	29	14	10	12	22	7
LCK	193	3075	1001	6053	3115	10048	8578	7035	5624	4163	855	2401	0
HDAC1	2226	2335	1642	3231	2281	5833	4205	3718	2897	2915	506	1181	768
MARCKSL1	166	6929	583	2685	3612	4115	2328	4495	1225	2015	417	4762	429
LOC105378629	0	3	2	8	18	2	2	4	1	8	16	24	4
TSSK3	162	289	309	572	547	327	628	431	350	371	877	738	57
FAM229A	12	31	71	155	176	127	87	51	264	109	61	121	2
BSDC1	1842	1636	1407	2151	3053	2468	1972	1937	1079	1741	1355	1857	1362
ZBTB8B	3	3	3	4	3	4	5	7	9	5	33	8	475
ZBTB8A	5	17	7	14	14	31	17	33	21	14	26	27	460
LOC102723870	1	9	3	9	5	3	4	13	0	2	9	9	6
ZBTB8OS	713	590	449	590	378	687	666	817	621	564	96	328	630
RBBP4	2105	3402	1638	4569	2210	6191	4023	5110	2064	3316	308	879	6962
SYNC	528	862	463	1222	615	1896	1308	1768	887	1071	199	412	2797
KIAA1522	20	81	56	189	108	135	104	144	46	159	8	40	58
YARS1	1004	3495	1133	3196	2026	5427	2828	5484	1650	1970	368	2140	1660
S100PBP	610	696	329	801	658	1347	1496	1210	622	901	134	343	1469
FNDC5	4	3	3	2	6	6	18	5	10	13	1	1	75
LOC105378631	0	0	0	1	2	2	2	9	1	1	3	0	0
HPCA	0	1	3	2	1	1	3	1	2	0	0	1	13
TMEM54	0	2	34	2	5	10	0	4	0	1	0	5	69
LOC105378632	0	0	14	0	2	1	0	0	0	0	0	0	3
RNF19B	4207	8530	24325	4572	16433	4387	2475	4666	1073	3965	654	5997	478
AK2	1605	2786	3136	2639	1980	5084	3018	3244	1639	2909	226	631	2758
LOC105378635	0	0	0	0	1	0	0	0	0	0	0	1	6
AZIN2	0	65	22	92	85	90	165	95	110	94	66	72	93
LOC112268224	1	6	5	14	7	13	19	24	4	9	21	16	38
