"","id","is_bing","is_lm","pr_gene_id","pr_gene_symbol","pr_gene_title"
"663","218375_at",1,1,53343,"NUDT9","nudix (nucleoside diphosphate linked moiety X)-type motif 9"
"664","200621_at",1,1,1465,"CSRP1","cysteine and glycine-rich protein 1"
"665","219051_x_at",1,1,79006,"METRN","meteorin, glial cell differentiation regulator"
"666","203054_s_at",1,1,6988,"TCTA","T-cell leukemia translocation altered gene"
"667","212997_s_at",1,1,11011,"TLK2","tousled-like kinase 2"
"668","212795_at",1,1,23325,"KIAA1033","KIAA1033"
"669","209015_s_at",1,1,10049,"DNAJB6","DnaJ (Hsp40) homolog, subfamily B, member 6"
"670","221750_at",1,1,3157,"HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)"
"671","212458_at",1,1,200734,"SPRED2","sprouty-related, EVH1 domain containing 2"
"672","202889_x_at",1,1,9053,"MAP7","microtubule-associated protein 7"
"673","219270_at",1,1,79094,"CHAC1","ChaC, cation transport regulator homolog 1 (E. coli)"
"674","200981_x_at",1,1,2778,"GNAS","GNAS complex locus"
"675","218104_at",1,1,54881,"TEX10","testis expressed 10"
"676","219711_at",1,1,54807,"ZNF586","zinc finger protein 586"
"677","213419_at",1,1,323,"APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2"
"678","212047_s_at",1,1,26001,"RNF167","ring finger protein 167"
"679","211758_x_at",1,1,10190,"TXNDC9","thioredoxin domain containing 9"
"680","212399_s_at",1,1,9686,"VGLL4","vestigial like 4 (Drosophila)"
"681","221741_s_at",1,1,54915,"YTHDF1","YTH domain family, member 1"
"682","211747_s_at",1,1,23658,"LSM5","LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"683","202778_s_at",1,1,7750,"ZMYM2","zinc finger, MYM-type 2"
"684","218743_at",1,1,79643,"CHMP6","charged multivesicular body protein 6"
"685","205452_at",1,1,9488,"PIGB","phosphatidylinositol glycan anchor biosynthesis, class B"
"686","210416_s_at",1,1,11200,"CHEK2","CHK2 checkpoint homolog (S. pombe)"
"687","204617_s_at",1,1,65057,"ACD","adrenocortical dysplasia homolog (mouse)"
"688","212894_at",1,1,6832,"SUPV3L1","suppressor of var1, 3-like 1 (S. cerevisiae)"
"689","212485_at",1,1,23131,"GPATCH8","G patch domain containing 8"
"690","221482_s_at",1,1,10776,"ARPP19","cAMP-regulated phosphoprotein, 19kDa"
"691","34408_at",1,1,6253,"RTN2","reticulon 2"
"692","89476_r_at",1,1,79716,"NPEPL1","aminopeptidase-like 1"
"693","215884_s_at",1,1,29978,"UBQLN2","ubiquilin 2"
"694","203301_s_at",1,1,9988,"DMTF1","cyclin D binding myb-like transcription factor 1"
"695","204809_at",1,1,10845,"CLPX","ClpX caseinolytic peptidase X homolog (E. coli)"
"696","218794_s_at",1,1,54957,"TXNL4B","thioredoxin-like 4B"
"697","219127_at",1,1,79170,"PRR15L","proline rich 15-like"
"698","204542_at",1,1,10610,"ST6GALNAC2","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"699","208847_s_at",1,1,128,"ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide"
"700","218193_s_at",1,1,51026,"GOLT1B","golgi transport 1B"
"701","204788_s_at",1,1,5498,"PPOX","protoporphyrinogen oxidase"
"702","221732_at",1,1,124583,"CANT1","calcium activated nucleotidase 1"
"703","217080_s_at",1,1,9455,"HOMER2","homer homolog 2 (Drosophila)"
"704","205172_x_at",1,1,1212,"CLTB","clathrin, light chain B"
"705","205450_at",1,1,5255,"PHKA1","phosphorylase kinase, alpha 1 (muscle)"
"706","206571_s_at",1,1,9448,"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4"
"707","203117_s_at",1,1,9924,"PAN2","PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)"
"708","204517_at",1,1,5480,"PPIC","peptidylprolyl isomerase C (cyclophilin C)"
"709","208708_x_at",1,1,1983,"EIF5","eukaryotic translation initiation factor 5"
"710","217758_s_at",1,1,56889,"TM9SF3","transmembrane 9 superfamily member 3"
"711","203119_at",1,1,79080,"CCDC86","coiled-coil domain containing 86"
"712","204587_at",1,1,9016,"SLC25A14","solute carrier family 25 (mitochondrial carrier, brain), member 14"
"713","336_at",1,1,6915,"TBXA2R","thromboxane A2 receptor"
"714","217168_s_at",1,1,9709,"HERPUD1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
"715","210115_at",1,1,116832,"RPL39L","ribosomal protein L39-like"
"716","205750_at",1,1,670,"BPHL","biphenyl hydrolase-like (serine hydrolase)"
"717","202788_at",1,1,7867,"MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3"
"718","209179_s_at",1,1,79143,"MBOAT7","membrane bound O-acyltransferase domain containing 7"
"719","218961_s_at",1,1,11284,"PNKP","polynucleotide kinase 3'-phosphatase"
"720","206770_s_at",1,1,23443,"SLC35A3","solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3"
"721","208190_s_at",1,1,51599,"LSR","lipolysis stimulated lipoprotein receptor"
"722","202040_s_at",1,1,5927,"KDM5A","lysine (K)-specific demethylase 5A"
"723","221856_s_at",1,1,55793,"FAM63A","family with sequence similarity 63, member A"
"724","203582_s_at",1,1,5867,"RAB4A","RAB4A, member RAS oncogene family"
"725","209100_at",1,1,7866,"IFRD2","interferon-related developmental regulator 2"
"726","217867_x_at",1,1,25825,"BACE2","beta-site APP-cleaving enzyme 2"
"727","210754_s_at",1,1,4067,"LYN","v-yes-1 Yamaguchi sarcoma viral related oncogene homolog"
"728","218170_at",1,1,51015,"ISOC1","isochorismatase domain containing 1"
"729","205130_at",1,1,5891,"MOK","MOK protein kinase"
"730","202500_at",1,1,3300,"DNAJB2","DnaJ (Hsp40) homolog, subfamily B, member 2"
"731","218421_at",1,1,64781,"CERK","ceramide kinase"
"732","217933_s_at",1,1,51056,"LAP3","leucine aminopeptidase 3"
"733","212871_at",1,1,8550,"MAPKAPK5","mitogen-activated protein kinase-activated protein kinase 5"
"734","209526_s_at",1,1,50810,"HDGFRP3","hepatoma-derived growth factor, related protein 3"
"735","203885_at",1,1,23011,"RAB21","RAB21, member RAS oncogene family"
"736","209337_at",1,1,11168,"PSIP1","PC4 and SFRS1 interacting protein 1"
"737","204313_s_at",1,1,1385,"CREB1","cAMP responsive element binding protein 1"
"738","203640_at",1,1,10150,"MBNL2","muscleblind-like 2 (Drosophila)"
"739","218744_s_at",1,1,29763,"PACSIN3","protein kinase C and casein kinase substrate in neurons 3"
"740","211783_s_at",1,1,9112,"MTA1","metastasis associated 1"
"741","208634_s_at",1,1,23499,"MACF1","microtubule-actin crosslinking factor 1"
"742","209806_at",1,1,85236,"HIST1H2BK","histone cluster 1, H2bk"
"743","212694_s_at",1,1,5096,"PCCB","propionyl CoA carboxylase, beta polypeptide"
"744","221610_s_at",1,1,55620,"STAP2","signal transducing adaptor family member 2"
"745","203201_at",1,1,5373,"PMM2","phosphomannomutase 2"
"746","217989_at",1,1,51170,"HSD17B11","hydroxysteroid (17-beta) dehydrogenase 11"
"747","220127_s_at",1,1,54850,"FBXL12","F-box and leucine-rich repeat protein 12"
"748","221531_at",1,1,80349,"WDR61","WD repeat domain 61"
"749","204781_s_at",1,1,355,"FAS","Fas (TNF receptor superfamily, member 6)"
"750","205046_at",1,1,1062,"CENPE","centromere protein E, 312kDa"
"751","201200_at",1,1,8804,"CREG1","cellular repressor of E1A-stimulated genes 1"
"752","219742_at",1,1,80758,"PRR7","proline rich 7 (synaptic)"
"753","213851_at",1,1,375346,"TMEM110","transmembrane protein 110"
"754","219968_at",1,1,51385,"ZNF589","zinc finger protein 589"
"755","217752_s_at",1,1,55748,"CNDP2","CNDP dipeptidase 2 (metallopeptidase M20 family)"
"756","207196_s_at",1,1,10318,"TNIP1","TNFAIP3 interacting protein 1"
"757","222125_s_at",1,1,54681,"P4HTM","prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)"
"758","208872_s_at",1,1,7905,"REEP5","receptor accessory protein 5"
"759","217809_at",1,1,28969,"BZW2","basic leucine zipper and W2 domains 2"
"760","204605_at",1,1,10668,"CGRRF1","cell growth regulator with ring finger domain 1"
"761","219082_at",1,1,51005,"AMDHD2","amidohydrolase domain containing 2"
"762","205161_s_at",1,1,8800,"PEX11A","peroxisomal biogenesis factor 11 alpha"
"763","219821_s_at",1,1,54438,"GFOD1","glucose-fructose oxidoreductase domain containing 1"
"764","221142_s_at",1,1,55825,"PECR","peroxisomal trans-2-enoyl-CoA reductase"
"765","203373_at",1,1,8835,"SOCS2","suppressor of cytokine signaling 2"
"766","218249_at",1,1,64429,"ZDHHC6","zinc finger, DHHC-type containing 6"
"767","205055_at",1,1,3682,"ITGAE","integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)"
"768","204808_s_at",1,1,10329,"TMEM5","transmembrane protein 5"
"769","213995_at",1,1,27109,"ATP5S","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"
"770","217722_s_at",1,1,51335,"NGRN","neugrin, neurite outgrowth associated"
"771","213844_at",1,1,3202,"HOXA5","homeobox A5"
"772","200678_x_at",1,1,2896,"GRN","granulin"
"773","218014_at",1,1,79902,"NUP85","nucleoporin 85kDa"
"774","221046_s_at",1,1,29083,"GTPBP8","GTP-binding protein 8 (putative)"
"775","208820_at",1,1,5747,"PTK2","PTK2 protein tyrosine kinase 2"
"776","203464_s_at",1,1,22905,"EPN2","epsin 2"
"777","220094_s_at",1,1,63933,"CCDC90A","coiled-coil domain containing 90A"
"778","212943_at",1,1,9847,"KIAA0528","KIAA0528"
"779","218046_s_at",1,1,51021,"MRPS16","mitochondrial ribosomal protein S16"
"780","221567_at",1,1,8996,"NOL3","nucleolar protein 3 (apoptosis repressor with CARD domain)"
"781","218215_s_at",1,1,7376,"NR1H2","nuclear receptor subfamily 1, group H, member 2"
"782","205190_at",1,1,5357,"PLS1","plastin 1"
"783","218845_at",1,1,56940,"DUSP22","dual specificity phosphatase 22"
"784","203379_at",1,1,6195,"RPS6KA1","ribosomal protein S6 kinase, 90kDa, polypeptide 1"
"785","203302_at",1,1,1633,"DCK","deoxycytidine kinase"
"786","215945_s_at",1,1,23321,"TRIM2","tripartite motif containing 2"
"787","218679_s_at",1,1,51160,"VPS28","vacuolar protein sorting 28 homolog (S. cerevisiae)"
"788","219573_at",1,1,55604,"LRRC16A","leucine rich repeat containing 16A"
"789","209262_s_at",1,1,2063,"NR2F6","nuclear receptor subfamily 2, group F, member 6"
"790","218695_at",1,1,54512,"EXOSC4","exosome component 4"
"791","208690_s_at",1,1,9124,"PDLIM1","PDZ and LIM domain 1"
"792","218358_at",1,1,79174,"CRELD2","cysteine-rich with EGF-like domains 2"
"793","216913_s_at",1,1,23223,"RRP12","ribosomal RNA processing 12 homolog (S. cerevisiae)"
"794","209608_s_at",1,1,39,"ACAT2","acetyl-CoA acetyltransferase 2"
"795","212910_at",1,1,57215,"THAP11","THAP domain containing 11"
"796","203973_s_at",1,1,1052,"CEBPD","CCAAT/enhancer binding protein (C/EBP), delta"
"797","215903_s_at",1,1,23139,"MAST2","microtubule associated serine/threonine kinase 2"
"798","218547_at",1,1,79947,"DHDDS","dehydrodolichyl diphosphate synthase"
"799","209304_x_at",1,1,4616,"GADD45B","growth arrest and DNA-damage-inducible, beta"
"800","203288_at",1,1,9710,"KIAA0355","KIAA0355"
"801","203303_at",1,1,6990,"DYNLT3","dynein, light chain, Tctex-type 3"
"802","218571_s_at",1,1,29082,"CHMP4A","charged multivesicular body protein 4A"
"803","203546_at",1,1,9670,"IPO13","importin 13"
"804","221449_s_at",1,1,81533,"ITFG1","integrin alpha FG-GAP repeat containing 1"
"805","200825_s_at",1,1,10525,"HYOU1","hypoxia up-regulated 1"
"806","209189_at",1,1,2353,"FOS","FBJ murine osteosarcoma viral oncogene homolog"
"807","219952_s_at",1,1,57192,"MCOLN1","mucolipin 1"
"808","201565_s_at",1,1,3398,"ID2","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"
"809","204679_at",1,1,3775,"KCNK1","potassium channel, subfamily K, member 1"
"810","202052_s_at",1,1,26064,"RAI14","retinoic acid induced 14"
"811","218435_at",1,1,29103,"DNAJC15","DnaJ (Hsp40) homolog, subfamily C, member 15"
"812","213150_at",1,1,3206,"HOXA10","homeobox A10"
"813","208407_s_at",1,1,1500,"CTNND1","catenin (cadherin-associated protein), delta 1"
"814","214741_at",1,1,7690,"ZNF131","zinc finger protein 131"
"815","218780_at",1,1,29911,"HOOK2","hook homolog 2 (Drosophila)"
"816","216836_s_at",1,1,2064,"ERBB2","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
"817","202809_s_at",1,1,65123,"INTS3","integrator complex subunit 3"
"818","212968_at",1,1,5986,"RFNG","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"819","221779_at",1,1,85377,"MICALL1","MICAL-like 1"
"820","203068_at",1,1,9903,"KLHL21","kelch-like 21 (Drosophila)"
"821","203221_at",1,1,7088,"TLE1","transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)"
"822","203073_at",1,1,22796,"COG2","component of oligomeric golgi complex 2"
"823","218001_at",1,1,51116,"MRPS2","mitochondrial ribosomal protein S2"
"824","218474_s_at",1,1,54442,"KCTD5","potassium channel tetramerisation domain containing 5"
"825","217931_at",1,1,10695,"CNPY3","canopy 3 homolog (zebrafish)"
"826","202604_x_at",1,1,102,"ADAM10","ADAM metallopeptidase domain 10"
"827","205173_x_at",1,1,965,"CD58","CD58 molecule"
"828","203130_s_at",1,1,3800,"KIF5C","kinesin family member 5C"
"829","210719_s_at",1,1,10362,"HMG20B","high mobility group 20B"
"830","202927_at",1,1,5300,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
"831","219061_s_at",1,1,8270,"LAGE3","L antigen family, member 3"
"832","218856_at",1,1,27242,"TNFRSF21","tumor necrosis factor receptor superfamily, member 21"
"833","206364_at",1,1,9928,"KIF14","kinesin family member 14"
"834","209163_at",1,1,1534,"CYB561","cytochrome b-561"
"835","201185_at",1,1,5654,"HTRA1","HtrA serine peptidase 1"
"836","204042_at",1,1,10810,"WASF3","WAS protein family, member 3"
"837","209109_s_at",1,1,7105,"TSPAN6","tetraspanin 6"
"838","212231_at",1,1,23014,"FBXO21","F-box protein 21"
"839","218852_at",1,1,55012,"PPP2R3C","protein phosphatase 2, regulatory subunit B'', gamma"
"840","209409_at",1,1,2887,"GRB10","growth factor receptor-bound protein 10"
"841","204812_at",1,1,9183,"ZW10","ZW10, kinetochore associated, homolog (Drosophila)"
"842","209083_at",1,1,11151,"CORO1A","coronin, actin binding protein, 1A"
"843","209045_at",1,1,7511,"XPNPEP1","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
"844","205088_at",1,1,10046,"MAMLD1","mastermind-like domain containing 1"
"845","217901_at",1,1,1829,"DSG2","desmoglein 2"
"846","222217_s_at",1,1,11000,"SLC27A3","solute carrier family 27 (fatty acid transporter), member 3"
"847","202910_s_at",1,1,976,"CD97","CD97 molecule"
"848","201887_at",1,1,3597,"IL13RA1","interleukin 13 receptor, alpha 1"
"849","203566_s_at",1,1,178,"AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"850","209603_at",1,1,2625,"GATA3","GATA binding protein 3"
"851","209507_at",1,1,6119,"RPA3","replication protein A3, 14kDa"
"852","202720_at",1,1,26136,"TES","testis derived transcript (3 LIM domains)"
"853","203458_at",1,1,6697,"SPR","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"
"854","205205_at",1,1,5971,"RELB","v-rel reticuloendotheliosis viral oncogene homolog B"
"855","212973_at",1,1,22934,"RPIA","ribose 5-phosphate isomerase A"
"856","212070_at",1,1,9289,"GPR56","G protein-coupled receptor 56"
"857","207877_s_at",1,1,4931,"NVL","nuclear VCP-like"
"858","210153_s_at",1,1,4200,"ME2","malic enzyme 2, NAD(+)-dependent, mitochondrial"
"859","214061_at",1,1,93594,"WDR67","WD repeat domain 67"
"860","203696_s_at",1,1,5982,"RFC2","replication factor C (activator 1) 2, 40kDa"
"861","218316_at",1,1,26520,"TIMM9","translocase of inner mitochondrial membrane 9 homolog (yeast)"
"862","205085_at",1,1,4998,"ORC1","origin recognition complex, subunit 1"
"863","214086_s_at",1,1,10038,"PARP2","poly (ADP-ribose) polymerase 2"
"864","219016_at",1,1,60493,"FASTKD5","FAST kinase domains 5"
"865","217777_s_at",1,1,51495,"PTPLAD1","protein tyrosine phosphatase-like A domain containing 1"
"866","219281_at",1,1,4482,"MSRA","methionine sulfoxide reductase A"
"867","202761_s_at",1,1,23224,"SYNE2","spectrin repeat containing, nuclear envelope 2"
"868","201817_at",1,1,9690,"UBE3C","ubiquitin protein ligase E3C"
"869","218175_at",1,1,80212,"CCDC92","coiled-coil domain containing 92"
"870","219184_x_at",1,1,29928,"TIMM22","translocase of inner mitochondrial membrane 22 homolog (yeast)"
"871","204999_s_at",1,1,22809,"ATF5","activating transcription factor 5"
"872","215093_at",1,1,50814,"NSDHL","NAD(P) dependent steroid dehydrogenase-like"
"873","217761_at",1,1,55256,"ADI1","acireductone dioxygenase 1"
"874","218168_s_at",1,1,56997,"ADCK3","aarF domain containing kinase 3"
"875","213343_s_at",1,1,81544,"GDPD5","glycerophosphodiester phosphodiesterase domain containing 5"
"876","202813_at",1,1,6894,"TARBP1","TAR (HIV-1) RNA binding protein 1"
"877","219222_at",1,1,64080,"RBKS","ribokinase"
"878","212689_s_at",1,1,55818,"KDM3A","lysine (K)-specific demethylase 3A"
"879","211725_s_at",1,1,637,"BID","BH3 interacting domain death agonist"
"880","203346_s_at",1,1,22823,"MTF2","metal response element binding transcription factor 2"
"881","204484_at",1,1,5287,"PIK3C2B","phosphoinositide-3-kinase, class 2, beta polypeptide"
"882","212833_at",1,1,91137,"SLC25A46","solute carrier family 25, member 46"
"883","212899_at",1,1,23097,"CDK19","cyclin-dependent kinase 19"
"884","204711_at",1,1,9851,"KIAA0753","KIAA0753"
"885","212462_at",1,1,23522,"KAT6B","K(lysine) acetyltransferase 6B"
"886","212624_s_at",1,1,1123,"CHN1","chimerin (chimaerin) 1"
"887","210058_at",1,1,5603,"MAPK13","mitogen-activated protein kinase 13"
"888","218050_at",1,1,51569,"UFM1","ubiquitin-fold modifier 1"
"889","217900_at",1,1,55699,"IARS2","isoleucyl-tRNA synthetase 2, mitochondrial"
"890","209710_at",1,1,2624,"GATA2","GATA binding protein 2"
"891","202599_s_at",1,1,8204,"NRIP1","nuclear receptor interacting protein 1"
"892","202705_at",1,1,9133,"CCNB2","cyclin B2"
"893","200060_s_at",1,1,10921,"RNPS1","RNA binding protein S1, serine-rich domain"
"894","221230_s_at",1,1,51742,"ARID4B","AT rich interactive domain 4B (RBP1-like)"
"895","209531_at",1,1,2954,"GSTZ1","glutathione transferase zeta 1"
"896","218346_s_at",1,1,27244,"SESN1","sestrin 1"
"897","201997_s_at",1,1,23013,"SPEN","spen homolog, transcriptional regulator (Drosophila)"
"898","203067_at",1,1,8050,"PDHX","pyruvate dehydrogenase complex, component X"
"899","221081_s_at",1,1,79961,"DENND2D","DENN/MADD domain containing 2D"
"900","214074_s_at",1,1,2017,"CTTN","cortactin"
"901","218108_at",1,1,55148,"UBR7","ubiquitin protein ligase E3 component n-recognin 7 (putative)"
"902","204489_s_at",1,1,960,"CD44","CD44 molecule (Indian blood group)"
"903","218807_at",1,1,10451,"VAV3","vav 3 guanine nucleotide exchange factor"
"904","221552_at",1,1,57406,"ABHD6","abhydrolase domain containing 6"
"905","217873_at",1,1,51719,"CAB39","calcium binding protein 39"
"906","213135_at",1,1,7074,"TIAM1","T-cell lymphoma invasion and metastasis 1"
"907","203105_s_at",1,1,10059,"DNM1L","dynamin 1-like"
"908","218102_at",1,1,51071,"DERA","deoxyribose-phosphate aldolase (putative)"
"909","203038_at",1,1,5796,"PTPRK","protein tyrosine phosphatase, receptor type, K"
"910","219352_at",1,1,55008,"HERC6","hect domain and RLD 6"
"911","221641_s_at",1,1,23597,"ACOT9","acyl-CoA thioesterase 9"
"912","203217_s_at",1,1,8869,"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"913","202468_s_at",1,1,8727,"CTNNAL1","catenin (cadherin-associated protein), alpha-like 1"
"914","218581_at",1,1,63874,"ABHD4","abhydrolase domain containing 4"
"915","205376_at",1,1,8821,"INPP4B","inositol polyphosphate-4-phosphatase, type II, 105kDa"
"916","212124_at",1,1,57178,"ZMIZ1","zinc finger, MIZ-type containing 1"
"917","208510_s_at",1,1,5468,"PPARG","peroxisome proliferator-activated receptor gamma"
"918","205562_at",1,1,10557,"RPP38","ribonuclease P/MRP 38kDa subunit"
"919","208908_s_at",1,1,831,"CAST","calpastatin"
"920","217911_s_at",1,1,9531,"BAG3","BCL2-associated athanogene 3"
"921","40562_at",1,1,2767,"GNA11","guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"
"922","202349_at",1,1,1861,"TOR1A","torsin family 1, member A (torsin A)"
"923","203775_at",1,1,10165,"SLC25A13","solute carrier family 25, member 13 (citrin)"
"924","209263_x_at",1,1,7106,"TSPAN4","tetraspanin 4"
"925","216321_s_at",1,1,2908,"NR3C1","nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
"926","218145_at",1,1,57761,"TRIB3","tribbles homolog 3 (Drosophila)"
"927","212660_at",1,1,23338,"PHF15","PHD finger protein 15"
"928","211919_s_at",1,1,7852,"CXCR4","chemokine (C-X-C motif) receptor 4"
"929","219390_at",1,1,55033,"FKBP14","FK506 binding protein 14, 22 kDa"
"930","208424_s_at",1,1,57019,"CIAPIN1","cytokine induced apoptosis inhibitor 1"
"931","213190_at",1,1,91949,"COG7","component of oligomeric golgi complex 7"
"932","209191_at",1,1,84617,"TUBB6","tubulin, beta 6"
"933","202123_s_at",1,1,25,"ABL1","c-abl oncogene 1, non-receptor tyrosine kinase"
"934","204826_at",1,1,899,"CCNF","cyclin F"
"935","218898_at",1,1,79850,"FAM57A","family with sequence similarity 57, member A"
"936","217838_s_at",1,1,51466,"EVL","Enah/Vasp-like"
"937","210640_s_at",1,1,2852,"GPER","G protein-coupled estrogen receptor 1"
"938","202623_at",1,1,55837,"EAPP","E2F-associated phosphoprotein"
"939","201995_at",1,1,2131,"EXT1","exostosin 1"
"940","205909_at",1,1,5427,"POLE2","polymerase (DNA directed), epsilon 2 (p59 subunit)"
"941","212875_s_at",1,1,25966,"C2CD2","C2 calcium-dependent domain containing 2"
"942","218093_s_at",1,1,55608,"ANKRD10","ankyrin repeat domain 10"
"943","204977_at",1,1,1662,"DDX10","DEAD (Asp-Glu-Ala-Asp) box polypeptide 10"
"944","203494_s_at",1,1,9702,"CEP57","centrosomal protein 57kDa"
"945","217763_s_at",1,1,11031,"RAB31","RAB31, member RAS oncogene family"
"946","209380_s_at",1,1,10057,"ABCC5","ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
"947","203209_at",1,1,5985,"RFC5","replication factor C (activator 1) 5, 36.5kDa"
"948","203395_s_at",1,1,3280,"HES1","hairy and enhancer of split 1, (Drosophila)"
"949","213233_s_at",1,1,55958,"KLHL9","kelch-like 9 (Drosophila)"
"950","217825_s_at",1,1,51465,"UBE2J1","ubiquitin-conjugating enzyme E2, J1, U"
"951","202830_s_at",1,1,2542,"SLC37A4","solute carrier family 37 (glucose-6-phosphate transporter), member 4"
"952","203246_s_at",1,1,10641,"NPRL2","nitrogen permease regulator-like 2 (S. cerevisiae)"
"953","201608_s_at",1,1,11137,"PWP1","PWP1 homolog (S. cerevisiae)"
"954","212717_at",1,1,9842,"PLEKHM1","pleckstrin homology domain containing, family M (with RUN domain) member 1"
"955","208626_s_at",1,1,10493,"VAT1","vesicle amine transport protein 1 homolog (T. californica)"
"956","218755_at",1,1,10112,"KIF20A","kinesin family member 20A"
"957","203256_at",1,1,1001,"CDH3","cadherin 3, type 1, P-cadherin (placental)"
"958","203787_at",1,1,23635,"SSBP2","single-stranded DNA binding protein 2"
"959","220140_s_at",1,1,29916,"SNX11","sorting nexin 11"
"960","209260_at",1,1,2810,"SFN","stratifin"
"961","202963_at",1,1,5993,"RFX5","regulatory factor X, 5 (influences HLA class II expression)"
"962","202732_at",1,1,11142,"PKIG","protein kinase (cAMP-dependent, catalytic) inhibitor gamma"
"963","219170_at",1,1,79187,"FSD1","fibronectin type III and SPRY domain containing 1"
"964","208898_at",1,1,51382,"ATP6V1D","ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D"
"965","204126_s_at",1,1,8318,"CDC45","cell division cycle 45 homolog (S. cerevisiae)"
"966","203279_at",1,1,9695,"EDEM1","ER degradation enhancer, mannosidase alpha-like 1"
"967","204761_at",1,1,9712,"USP6NL","USP6 N-terminal like"
"968","218051_s_at",1,1,64943,"NT5DC2","5'-nucleotidase domain containing 2"
"969","204662_at",1,1,9738,"CCP110","centriolar coiled coil protein 110kDa"
"970","203047_at",1,1,6793,"STK10","serine/threonine kinase 10"
"971","203343_at",1,1,7358,"UGDH","UDP-glucose 6-dehydrogenase"
"972","217995_at",1,1,58472,"SQRDL","sulfide quinone reductase-like (yeast)"
"973","218450_at",1,1,50865,"HEBP1","heme binding protein 1"
"974","212536_at",1,1,23200,"ATP11B","ATPase, class VI, type 11B"
"975","218529_at",1,1,51293,"CD320","CD320 molecule"
"976","211071_s_at",1,1,10962,"MLLT11","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11"
"977","203341_at",1,1,10153,"CEBPZ","CCAAT/enhancer binding protein (C/EBP), zeta"
"978","205379_at",1,1,874,"CBR3","carbonyl reductase 3"
