organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TB	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	cell.type.ch1	tissue.ch1	time.ch1	TIME_POINT	CONTRAST	SIGNATURE_NAME	SAMPLE_CONDITION	EXPRMAT_PATH
Homo sapiens	GSE42830	GSM1050999	healthy control without treatment	Control Sample 72 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051000	healthy control without treatment	Control Sample 73 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051001	disease without treatment	TB Sample 74 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051002	disease without treatment	TB Sample 75 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051004	healthy control without treatment	Control Sample 77 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051008	disease without treatment	TB Sample 81 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051010	healthy control without treatment	Control Sample 83 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051011	healthy control without treatment	Control Sample 84 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051012	healthy control without treatment	Control Sample 85 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051013	healthy control without treatment	Control Sample 86 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051014	disease without treatment	TB Sample 87 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051015	healthy control without treatment	Control Sample 88 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051016	healthy control without treatment	Control Sample 89 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051017	healthy control without treatment	Control Sample 90 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1051020	healthy control without treatment	Control Sample 93 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42834	GSM1050732	disease without treatment	TB Sample 1 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050734	disease without treatment	TB Sample 3 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Black	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050735	disease without treatment	TB Sample 4 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: White	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050736	disease without treatment	TB Sample 5 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050737	disease without treatment	TB Sample 6 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050738	disease without treatment	TB Sample 7 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050739	disease without treatment	TB Sample 8 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050740	disease without treatment	TB Sample 9 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050741	healthy control without treatment	Control Sample 10 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050742	healthy control without treatment	Control Sample 11 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050743	healthy control without treatment	Control Sample 12 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050744	healthy control without treatment	Control Sample 13 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050745	healthy control without treatment	Control Sample 14 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050746	healthy control without treatment	Control Sample 15 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050747	healthy control without treatment	Control Sample 16 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050749	healthy control without treatment	Control Sample 18 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050750	healthy control without treatment	Control Sample 19 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050751	healthy control without treatment	Control Sample 20 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050752	healthy control without treatment	Control Sample 21 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050753	healthy control without treatment	Control Sample 22 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050755	healthy control without treatment	Control Sample 24 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050756	healthy control without treatment	Control Sample 25 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050757	healthy control without treatment	Control Sample 26 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050764	healthy control without treatment	Control Sample 33 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050765	healthy control without treatment	Control Sample 34 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050768	healthy control without treatment	Control Sample 37 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050769	healthy control without treatment	Control Sample 38 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Central Asia	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050770	healthy control without treatment	Control Sample 39 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Black	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050771	healthy control without treatment	Control Sample 40 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050772	healthy control without treatment	Control Sample 41 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050773	healthy control without treatment	Control Sample 42 validation set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050781	healthy control without treatment	Control Sample 8 test set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050782	healthy control without treatment	Control Sample 9 test set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050785	healthy control without treatment	Control Sample 12 test set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: White	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
Homo sapiens	GSE42834	GSM1050786	healthy control without treatment	Control Sample 13 test set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42834_GPL10558_MTB_control_blood_whole_blood	GSE42834_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42834.tsv
