Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_microarray	up_aggregated_RNAseq	up_aggregated_RNAseq_blood	up_aggregated_RNAseq_lung	up_aggregated_RNAseq_mixed
ATP generation from ADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
ATP generation from poly-ADP-D-ribose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP synthesis coupled electron transport	1.5489732007145591	1.3888432768772965	0.17070011149249376	0	1.0361612718725115	1.0361612718725115	0	0	0	0	0	0	0	0	0	0.40366872519027336	0	0	0	0	0.4297002023446701	0	0	0.3978971569937451	0	0.7393955384585922	0.3262521365166174	0	0	0.8082912188094498	0.8082912188094498	1.1636086836488566	0	0.2529728403111655	0	1.331881989106318	0	0	0	0.8436224232592295
ATP transport	1.7988153411366676	0	0.8068106690537916	0	0	0	0	0	0.9024201071551522	0	0	0	0	0	0	0	0.6060219057747209	0.582870288104995	0	0.42241230821211095	0	0	0	0	0	0.9214146768079828	0.7852636136825686	0	0	0	0	0.9726415840302892	0.6300213711987352	0	0	1.5719819462160631	1.2146681348136192	0	1.9761968944940045	0
AV node cell action potential	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8402619380534676	0	0	0	0	0	0.9806520342843394	0	0	0	0	0	0.7471117329910685	0.6759228176935389	1.166052074488009	0	0	1.2825253347519858	1.1623328810550686	2.333962248349955	1.713497757229758
AV node cell to bundle of His cell communication	0	0	0.40537921220803264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7389173621184404	0	0	0	0	0	0.8685253261144356	0	0	0	0	0	0.6540101260651413	0.5897170258781448	1.0425058174243842	0	0	1.1532638054941606	1.038986598184234	2.183154770667043	1.570523452944883
AV node cell to bundle of His cell communication by electrical coupling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AV node cell to bundle of His cell signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8402619380534676	0	0	0	0	0	0.9806520342843394	0	0	0	0	0	0.7471117329910685	0.6759228176935389	1.166052074488009	0	0	1.2825253347519858	1.1623328810550686	2.333962248349955	1.713497757229758
AV node cell-bundle of His cell adhesion involved in cell communication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arp2/3 complex-mediated actin nucleation	0	0	0.9234234234128446	0.5070347424518347	0.5982281721668501	0.5982281721668501	0.7577505041555472	0.7577505041555472	0	0	0	0	0	0	0	1.0673457334084768	0	0	0	1.845038251901462	0.6400937984894957	0	0	0	0	1.3860868110447937	1.990800159271843	0	0	1.1319878550193527	1.1319878550193527	1.1023043068665073	0	0.3855203590637312	0	1.3579385856749295	0	1.234818484206857	0	1.1746420627816192
B cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell activation involved in immune response	0	0	1.1712420468071605	1.1694616652184904	1.9629827841302248	1.9629827841302248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3900278431159516	0	0	0	0	1.3100849662554117	0	0	0	0	0	1.0336942525837371	0	0	0	2.31098542196601	0	0	2.053440053387676	0
B cell adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell affinity maturation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell antigen processing and presentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell apoptotic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6361925389043868	0	0	0	0	0	0	0	0	0	0	0	0	0	2.854477064445826	3.4242001299375655	2.78292002686167
B cell chemotaxis	0	0	0.8614390216115575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7643006501458094	0	1.5761318379340712	0	2.2270377248561584	0	2.569364269199677	2.569364269199677	0	0	0	0	0	0	0	1.9174773142229329	1.7813171628329294	0	1.713497757229758
B cell costimulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell cytokine production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell differentiation	1.4970062368989503	0	0.7404612149673948	0.6083759684522907	1.222795723286334	1.222795723286334	0.8935877224254518	0.8935877224254518	0.6882441416619115	0	0	0	0	0	0	0.7196236720128486	0	0.801723484088992	0	0.5930744461388179	0.7611970487161489	0	0.935165132391506	0.7103164257994704	0	0.9806520342843392	1.0503945246396895	0.938011105572638	0.938011105572638	0.7706800682505152	0.7706800682505152	1.1170559375027067	0.2405337868491081	0.46591051061159905	0	2.065970834813601	0.9566994494930784	0.46394738896667104	0.7726232279126165	0.4336242752199109
B cell homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell homeostatic proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell lineage commitment	0	0	1.7915481941227285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1755081417337245	0	0	0	0	0	0
B cell mediated immunity	0	0	0.33666471234978784	0	1.2712305586791934	1.2712305586791934	0.5154642693892689	0.5154642693892689	0.7229859079123874	0	0	0	0	0	0	1.476076807730148	0.474332679422283	0.45548132306790967	0	1.2821999928868852	0.4297002023446701	0.4811735697414527	0	1.0321579207879477	0	1.8901136450116016	1.2805431766727997	0.5452647539626952	0.5452647539626952	0.8082912188094498	0.8082912188094498	0.5497143883697634	0.9014412030838194	0.2529728403111655	0.8748456890079723	1.5898220823622733	2.1214183253807355	0.4892934860056985	2.67413433850624	0.8436224232592295
B cell negative selection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell proliferation	0	0	0.35687807615882916	0	1.323426273440371	1.323426273440371	0	0	0	0	0	0	0	0	0	1.9726015819577607	1.4841944587696254	1.8200711490180093	0	0	1.3900278431159516	0.9248222830950744	0	1.3189505744102068	0	0	0	0	0	1.403042485523877	1.403042485523877	1.0336942525837371	1.2696323652844763	1.2647548391785248	0	2.030792987849173	2.030792987849173	0.9380048514978064	2.734217978028121	0
B cell proliferation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4242001299375655	0
B cell receptor apoptotic signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell receptor signaling pathway	0	0.6742628273992846	0.9234234234128446	0.5070347424518347	0.5982281721668501	0.5982281721668501	0.7577505041555472	0.7577505041555472	0.29980324513528367	0	0	0	0	0	0	1.2502187053712168	0.701811899626295	0.9454806787643442	0	1.218152967195486	0.9003803369485042	0.7111776104820722	1.6997452493318477	1.0554240652864544	1.4139377011509484	1.5242618145033255	1.3485942457452365	0.4292298821150917	0.4292298821150917	0.6484474655380549	0.6484474655380549	0.8036527242727113	0.7286137504526694	0.5625654076308013	0	0.8146125819657497	1.3579385856749295	1.234818484206857	2.137855141465461	1.1746420627816192
B cell receptor transport into membrane raft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell receptor transport within lipid bilayer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell selection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B cell tolerance induction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B-1 B cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B-1 B cell homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B-1 B cell lineage commitment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B-1a B cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway	0.8668021784937023	0.7479554196010102	0.5020316834654444	0.8053692601580358	0.5139971572369102	0.5139971572369102	1.1429915462998057	1.1429915462998057	0.1708325240082309	0	0	0	0	0	0	0.811747885127561	0.6060219057747209	0.7496928374369404	0	0.9902629385734444	0.9892864507626372	0.4231212994885058	0.47882582106210064	0.9288758552274248	0	0.7948297488657144	1.080120022387089	0.6922670952354094	0.6922670952354094	1.2318362173925612	1.2318362173925612	0.8866556988066089	1.1707622137089913	0.8835293178059637	0.4194723568779989	1.3466533804304468	1.465005361739691	0.7996050588419095	2.255531004658354	1.040572440861729
BMP signaling pathway involved in heart development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway involved in heart induction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway involved in mesodermal cell fate specification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway involved in nephric duct formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway involved in renal system segmentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway involved in spinal cord dorsal/ventral patterning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
BMP signaling pathway involved in ureter morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
Bergmann glial cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-5 methylation of cytosine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
C-C chemokine receptor CCR7 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-X-C chemokine receptor CXCR4 signaling pathway	0	0	0.5543683816940552	0	0	0	2.4049282019466105	2.4049282019466105	0	0	0	0	0	0	0	1.759969346391575	1.2875062359410756	1.2504358120559989	0	0.971189446536264	1.1982844960872283	1.3007466939897636	2.0649909477400152	0	0	1.7360565223185176	0.9697413469009384	0	0	1.8364330792600496	1.8364330792600496	0	1.3251986804473883	1.3202386841997449	0	0	2.0932751158273715	1.3163207146265807	0	1.254498297820296
C-terminal protein amino acid modification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8402619380534676	0	0	0	0	0	0	0.838936259496209	0	0	0	0	1.2685158883657606	0.6759228176935389	0	0	1.2825253347519858	0	0	0	0
C-terminal protein deglutamylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	0	0	0	0	0	0	1.7608034916315525	0	0	0	0	1.630667638865819	0	0	0	2.31098542196601	0	0	0	0
C-terminal protein lipidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5237434389691702	0	0	0	0	0	0	0
C-terminal protein methylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C21-steroid hormone biosynthetic process	0	1.3387033271177933	0.6095495137213726	1.4163919527593205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7611970487161489	0	0	0.7103164257994704	0	0.7040784910612794	0	0	0	0	0	0.9445772533875736	0	0	0	0.9566994494930784	0	1.4086994022305634	1.9399309647004093	1.3452650567937974
C21-steroid hormone metabolic process	2.2080819858461544	1.3888432768772965	0.7770564590090291	0.9003103948383738	0.3998534095930049	0.3998534095930049	0	0	0.7229859079123874	0	0	0	0	0	0	0	0.8704715421992255	0	0	0.3268620439512668	1.3368523742875242	0.4811735697414527	0	0.7458569322914352	0	0.7393955384585922	0.3262521365166174	0	0	0	0	0.5497143883697634	0.2543930228631057	0.2529728403111655	0.8748456890079723	1.5898220823622733	1.5898220823622733	1.209732865058577	1.3523105140871736	1.1501091141353934
C4-dicarboxylate transport	0	0	0.4347888290068509	0.4339056454142869	0.5139971572369102	0.5139971572369102	0	0	0	0	0	0	0	0	0	1.2631983400642164	1.0708727482620095	1.036852549567563	0	0.42241230821211095	0.9892864507626372	0.6143994498497807	0	0.9288758552274248	0	0.5067527037758172	0.42164149938030887	0	0	1.0004595248961814	1.0004595248961814	0	1.1056346777776256	0.6268367073782455	0	0.7075578342784549	1.2146681348136192	1.0974317905089193	0	1.040572440861729
CAAX-box protein maturation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAX-box protein processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMKK-AMPK signaling cascade	0	0	1.4183119778800224	0	0	0	0	0	0	0	0	0	0	0	0	1.5900687028296134	0	0	0	2.037558046377003	0	0	0	0	0	1.5667351610416604	2.035689159432387	0	0	0	0	0	1.1707622137089913	0	0	1.9174773142229329	0	0	0	0
CARD8 inflammasome complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
CAT tailing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD24 biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD27 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3163207146265807	2.513428682084876	1.886067199854911
CD4 biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	0	0	0.6762655435254641	0.6749942212828977	1.6900197133995385	1.6900197133995385	0.9799634175782124	0.9799634175782124	0	0	0	0	0	0	0	0.7948895609867035	0.913654690907908	0.882584973944718	0	0	1.3900278431159516	1.4981019197983665	0	1.3189505744102068	2.373298509599303	0.7782108027813096	0.6572893725483201	0	0	2.0505382420665597	2.0505382420665597	0	0.9455419862958728	0.9413290963771808	0	2.030792987849173	1.0464363066316646	0	0	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6361925389043868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4-positive, alpha-beta T cell activation	0	0	0.5543683816940552	0.7886005686392509	0.9142301140102032	0.9142301140102032	1.12243523077777	1.12243523077777	0.3287901210759054	0	0	0	0	0	0	1.33211510005374	1.4841944587696256	1.2504358120559989	0	0.27916621609390035	1.1982844960872283	1.665562633806173	0	1.6210886321548508	1.499418811560799	0.33724025514697786	0.27864048652253154	1.172569217308931	1.172569217308931	2.0505382420665597	2.0505382420665597	0	1.3251986804473883	1.0808670309605766	0	1.4423103675794395	1.817040866177971	0.7829180109021151	0	0.736735312714739
CD4-positive, alpha-beta T cell costimulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4-positive, alpha-beta T cell cytokine production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4-positive, alpha-beta T cell differentiation	0	0	0.5807057079384623	0.8228201683432432	0.9517724783347647	0.9517724783347647	1.164263836566548	1.164263836566548	0.3454522968852007	0	0	0	0	0	0	1.3770008310979325	1.5306891927628137	1.2942598869054762	0	0.29346072690901764	1.2413475546681665	1.7134736328357656	0	1.6686952284816678	1.5460515234224916	0.35429800546408247	0.29290952400750375	1.2152313061667974	1.2152313061667974	2.1002399713257485	2.1002399713257485	0	1.3700003010872273	1.1219499562392554	0	1.48840510103081	1.8658162816638233	0.8169729057105799	0	0.7694036845841558
CD4-positive, alpha-beta T cell differentiation involved in immune response	0	0	0.6095495137213726	0.8599345861241252	0.9922967814779003	0.9922967814779003	1.2091118281688489	1.2091118281688489	0.363858088071464	0	0	0	0	0	0	1.4248777858377693	1.580141136438798	1.3410903135432437	0	0.30927532926297396	1.2874242865124843	1.7643006501458094	0	1.576131837934071	1.595637898520133	0.3731355164512879	0.3086961849579504	1.2609097552147124	1.2609097552147124	2.152790258869353	2.152790258869353	0	1.4177945544730968	1.1660520744880087	0	1.537466760381418	1.9174773142229329	0.8539170464629063	0	0.804909865078838
CD4-positive, alpha-beta T cell lineage commitment	0	0	0.7583431610526715	0.7569616511914309	1.441089280166403	1.441089280166403	1.0833311133068326	1.0833311133068326	0	0	0	0	0	0	0	0.8864416481747204	1.0131762837589535	0.9801600731821082	0	0	1.5095907599951686	1.6202924303110977	0	1.4364774462612786	2.504806664805952	0.8685253261144356	0.7377028152635751	0	0	2.180230982403096	2.180230982403096	0	1.0469643141814813	1.0425058174243842	0	1.770877701416634	1.1532638054941606	0	0	0
CD4-positive, alpha-beta T cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD40 signaling pathway	0	0	0.7583431610526715	0.7569616511914309	0	0	2.07612747127099	2.07612747127099	1.4039603548421562	0	0	0	0	0	0	1.825236269375164	1.0131762837589535	1.9475541891462729	0	1.2574523376866122	1.8881551430722636	0	1.7433824545660666	1.4364774462612786	0	0.8685253261144356	0	1.7470321084971576	1.7470321084971576	2.180230982403096	2.180230982403096	0.6540101260651413	1.6464835288687814	1.6411773284073774	0	1.770877701416634	1.770877701416634	0	2.183154770667043	0
CD8-positive, alpha-beta T cell activation	0	2.09371716225162	1.1712420468071605	0	0	0	1.565897302340848	1.565897302340848	1.2874242865124843	0	0	0	0	0	0	1.33211510005374	0	1.4451673784575916	0	0	2.036311693882803	0	0	0	0	0	0	1.6224082101960504	1.6224082101960504	0	0	1.0336942525837371	0	0	0	0	2.31098542196601	0	0	0
CD8-positive, alpha-beta T cell differentiation	0	0	1.7915481941227285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, alpha-beta T cell differentiation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, alpha-beta T cell extravasation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, alpha-beta T cell homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
CD8-positive, alpha-beta T cell lineage commitment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, alpha-beta T cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, alpha-beta cytotoxic T cell extravasation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, alpha-beta intraepithelial T cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8-positive, gamma-delta intraepithelial T cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD80 biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD86 biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP phosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
CDP-choline pathway	0	0	1.1712420468071605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	0	0	0	0	0	2.626053823061954	1.7608034916315525	0	0	0	0	0	0	0	0	2.31098542196601	0	0	0	0
CDP-diacylglycerol biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	0	0	0	0	0	1.948181289413049	1.7608034916315525	0	0	0	0	0	0	0	0	0	0	0	2.734217978028121	0
CDP-diacylglycerol metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7626262976125842	0	0	0	0	0	1.948181289413049	1.7608034916315525	0	0	0	0	0	0	0	0	0	0	0	2.734217978028121	0
CENP-A containing chromatin assembly	0	0	0.8614390216115575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6361925389043868	0	0	1.389459009330864	0	0	0	0	1.2685158883657606	1.1707622137089913	0	0	0	0	0	2.333962248349955	0
CMP biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMP catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
