Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	up_aggregated_microarray_0.8	up_aggregated_microarray_DE	up_aggregated_microarray
cardiac muscle cell contraction	0.01044449842118047	0.008328995314940135	NA	0.009657170449058426	0.007733619763694952	0.007733619763694952	NA	NA	NA
cardiac muscle cell development	0.009472917172698566	NA	0.009641532756489494	0.009415741187831965	0.008592910848549946	0.008592910848549946	NA	0.010982658959537572	NA
cardiac muscle cell differentiation	0.013359242166626184	NA	0.013102595797280594	0.013520038628681796	0.01117078410311493	0.01117078410311493	NA	0.014450867052023121	NA
cardiac muscle cell fate commitment	0.0012144765606023804	NA	NA	NA	NA	NA	NA	NA	NA
cardiac muscle cell membrane repolarization	0.004615010930289046	NA	0.004697156983930779	0.0045871559633027525	NA	NA	NA	NA	NA
cardiac muscle cell myoblast differentiation	NA	NA	NA	NA	0.0017185821697099893	0.0017185821697099893	NA	NA	NA
cardiac muscle cell proliferation	0.005343696866650474	NA	NA	0.005070014485755674	0.004940923737916219	0.004940923737916219	NA	0.006936416184971098	NA
cardiac muscle contraction	0.017245567160553803	0.014575741801145237	0.012360939431396786	0.0159343312409464	0.013748657357679914	0.013748657357679914	NA	NA	NA
cardiac muscle hypertrophy	0.009958707796939519	0.008328995314940135	0.009888751545117428	0.010140028971511348	0.008378088077336197	0.008378088077336197	NA	0.010404624277456647	NA
cardiac muscle hypertrophy in response to stress	NA	NA	0.0032138442521631645	NA	NA	NA	NA	NA	NA
cardiac muscle tissue growth	0.00801554529997571	NA	0.007416563658838072	0.00772573635924674	0.007733619763694952	0.007733619763694952	NA	0.009826589595375723	NA
cardiac muscle tissue morphogenesis	0.007043964051493806	0.007027589796980739	0.006180469715698393	0.006277160791887977	NA	NA	NA	0.008670520231213872	NA
cardiac myofibril assembly	0.002428953121204761	NA	0.0029666254635352285	0.0031385803959439883	0.0027926960257787323	0.0027926960257787323	NA	NA	NA
cardiac neural crest cell development involved in heart development	0.0021860578090842847	NA	NA	0.0021728633510381457	NA	NA	NA	NA	NA
cardiac neural crest cell development involved in outflow tract morphogenesis	NA	NA	NA	0.001931434089811685	NA	NA	NA	NA	NA
cardiac neural crest cell differentiation involved in heart development	0.0021860578090842847	NA	NA	0.0021728633510381457	NA	NA	NA	NA	NA
cardiac pacemaker cell development	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
cardiac pacemaker cell differentiation	0.0019431624969638087	NA	NA	NA	NA	NA	NA	NA	NA
cardiac right ventricle morphogenesis	0.002914743745445713	NA	NA	NA	NA	NA	NA	NA	NA
cardiac septum development	0.011901870293903327	0.010931806350858927	0.011124845488257108	0.01158860453887011	0.010096670247046188	0.010096670247046188	NA	NA	NA
cardiac septum morphogenesis	0.007772649987855235	0.008328995314940135	0.007663782447466007	0.008208594881699663	NA	NA	NA	NA	NA
cardiac ventricle development	0.012630556230264756	0.012753774076002082	0.01211372064276885	0.013520038628681796	0.01117078410311493	0.01117078410311493	NA	0.015028901734104046	NA
cardiac ventricle morphogenesis	0.008744231236337139	0.008589276418532014	0.007911001236093944	0.00772573635924674	NA	NA	NA	0.010404624277456647	NA
cardioblast differentiation	0.0021860578090842847	NA	0.0022249690976514215	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
cardiocyte differentiation	0.01675977653631285	0.01327433628318584	0.0173053152039555	0.016900048285852245	0.01439312567132116	0.01439312567132116	NA	0.017341040462427744	NA
cartilage condensation	NA	0.0028630921395106715	NA	NA	NA	NA	NA	NA	NA
cartilage development	NA	NA	NA	NA	NA	NA	NA	0.02138728323699422	NA
cartilage development involved in endochondral bone morphogenesis	NA	0.0039042165538781884	0.004449938195302843	NA	0.003651987110633727	0.003651987110633727	NA	NA	NA
cartilage morphogenesis	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
catechol-containing compound biosynthetic process	0.002671848433325237	NA	NA	NA	NA	NA	NA	NA	NA
catechol-containing compound metabolic process	0.00558659217877095	0.005726184279021343	NA	NA	NA	NA	NA	NA	NA
catecholamine biosynthetic process	0.002671848433325237	NA	NA	NA	NA	NA	NA	NA	NA
catecholamine metabolic process	0.00558659217877095	0.005726184279021343	NA	NA	NA	NA	NA	NA	NA
catecholamine secretion	NA	0.005986465382613222	0.004944375772558714	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
catecholamine transport	0.006315278115132378	0.007808433107756377	0.006674907292954265	NA	0.006874328678839957	0.006874328678839957	NA	NA	NA
caveolin-mediated endocytosis	0.0017002671848433326	NA	NA	NA	0.0017185821697099893	0.0017185821697099893	NA	NA	NA
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	0.0038863249939276173	0.004164497657470068	NA	0.00386286817962337	NA	NA	NA	NA	NA
CD4-positive, alpha-beta T cell activation	0.011658974981782852	0.013794898490369599	0.011124845488257108	0.01134717527764365	NA	NA	NA	0.013872832369942197	NA
CD4-positive, alpha-beta T cell differentiation	0.009715812484819043	0.010671525247267048	0.009394313967861558	0.009415741187831965	NA	NA	NA	0.012138728323699421	NA
CD4-positive, alpha-beta T cell differentiation involved in immune response	0.008258440612096187	0.009630400832899531	0.007663782447466007	0.0079671656204732	NA	NA	NA	0.009826589595375723	NA
CD4-positive, alpha-beta T cell lineage commitment	NA	0.003643935450286309	NA	0.0036214389183969096	NA	NA	NA	NA	NA
Cdc42 protein signal transduction	0.002428953121204761	NA	NA	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
cell adhesion mediated by integrin	0.009958707796939519	0.009370119729307652	0.010630407911001236	0.008932882665379043	0.008378088077336197	0.008378088077336197	NA	NA	NA
cell adhesion molecule production	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
cell aggregation	0.002671848433325237	0.0028630921395106715	NA	NA	NA	NA	NA	0.004046242774566474	NA
cell chemotaxis to fibroblast growth factor	NA	0.0015616866215512754	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
cell communication by electrical coupling	NA	NA	NA	NA	0.004511278195488722	0.004511278195488722	NA	0.005780346820809248	NA
cell communication by electrical coupling involved in cardiac conduction	0.002914743745445713	NA	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	0.005202312138728324	NA
cell communication involved in cardiac conduction	0.006072382803011902	NA	NA	0.005552873008208595	NA	NA	NA	NA	NA
cell cycle checkpoint signaling	NA	NA	NA	NA	NA	NA	0.041025641025641026	NA	NA
cell cycle G2/M phase transition	0.01360213747874666	NA	NA	NA	NA	NA	0.035897435897435895	NA	NA
cell dedifferentiation	NA	NA	NA	NA	NA	NA	0.010256410256410256	NA	0.020833333333333332
cell differentiation involved in kidney development	0.00680106873937333	0.00676730869338886	0.006180469715698393	0.006277160791887977	0.005585392051557465	0.005585392051557465	NA	NA	NA
cell fate commitment involved in formation of primary germ layer	NA	0.003643935450286309	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
cell fate determination	NA	0.006507027589796981	NA	0.004828585224529213	0.00472610096670247	0.00472610096670247	0.020512820512820513	0.006358381502890174	NA
cell fate specification	0.01044449842118047	0.010411244143675169	0.009394313967861558	0.010381458232737808	NA	NA	NA	NA	NA
cell growth involved in cardiac muscle cell development	NA	NA	0.0032138442521631645	0.002655721873491067	0.0027926960257787323	0.0027926960257787323	NA	NA	NA
cell junction disassembly	0.003400534369686665	NA	0.004449938195302843	0.003380009657170449	0.00322234156820623	0.00322234156820623	NA	0.005780346820809248	NA
cell maturation	NA	0.01665799062988027	0.0173053152039555	0.017382906808305166	0.0158968850698174	0.0158968850698174	NA	NA	NA
cell migration involved in sprouting angiogenesis	0.006315278115132378	NA	0.006674907292954265	NA	NA	NA	NA	NA	NA
cell proliferation in external granule layer	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
cell proliferation in hindbrain	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
cell proliferation in midbrain	NA	NA	NA	NA	0.0015037593984962407	0.0015037593984962407	NA	0.002890173410404624	NA
cell proliferation involved in heart morphogenesis	0.002428953121204761	NA	NA	NA	NA	NA	NA	NA	NA
cell proliferation involved in kidney development	NA	NA	NA	0.0031385803959439883	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
cell proliferation involved in metanephros development	NA	NA	0.00173053152039555	0.0016900048285852245	0.0015037593984962407	0.0015037593984962407	NA	NA	NA
cell recognition	NA	0.012753774076002082	0.012360939431396786	0.012312892322549493	NA	NA	NA	NA	NA
cell surface receptor signaling pathway via JAK-STAT	0.012873451542385232	0.011452368558042686	0.014091470951792336	0.012312892322549493	0.010526315789473684	0.010526315789473684	NA	NA	NA
cell surface receptor signaling pathway via STAT	0.015059509351469517	0.012753774076002082	0.015822002472187888	0.014244326412361178	0.012030075187969926	0.012030075187969926	NA	NA	NA
cell-cell adhesion mediated by cadherin	NA	0.005465903175429464	0.005933250927070457	NA	NA	NA	NA	NA	NA
cell-cell fusion	0.00680106873937333	NA	0.006180469715698393	0.007001448575567359	0.005585392051557465	0.005585392051557465	NA	0.008092485549132947	NA
cell-cell junction assembly	0.015302404663589992	NA	0.014833127317676144	0.014244326412361178	0.013104189044038667	0.013104189044038667	NA	NA	NA
cell-cell recognition	NA	0.00676730869338886	0.0069221260815822	NA	NA	NA	NA	NA	NA
cell-substrate junction assembly	0.009715812484819043	NA	0.010877626699629172	0.010381458232737808	0.010526315789473684	0.010526315789473684	NA	NA	NA
cell-substrate junction organization	0.010201603109059995	NA	0.01161928306551298	0.010864316755190728	0.010741138560687433	0.010741138560687433	NA	NA	NA
cellular anatomical entity morphogenesis	0.013845032790867136	NA	0.01334981458590853	0.013520038628681796	0.012030075187969926	0.012030075187969926	NA	NA	NA
cellular component assembly involved in morphogenesis	0.013845032790867136	NA	0.01334981458590853	0.013520038628681796	0.012030075187969926	0.012030075187969926	NA	NA	NA
cellular defense response	0.00558659217877095	0.005465903175429464	NA	NA	0.006229860365198711	0.006229860365198711	NA	NA	NA
cellular detoxification	0.010687393733300948	0.012753774076002082	0.01161928306551298	0.012312892322549493	0.011815252416756176	0.011815252416756176	NA	NA	NA
cellular extravasation	NA	NA	0.007169344870210136	0.00772573635924674	0.00816326530612245	0.00816326530612245	NA	0.009248554913294798	NA
cellular modified amino acid biosynthetic process	NA	NA	0.004697156983930779	NA	NA	NA	NA	NA	NA
cellular modified amino acid catabolic process	NA	NA	0.0032138442521631645	NA	NA	NA	NA	NA	NA
cellular modified amino acid metabolic process	0.01481661403934904	0.014315460697553357	NA	NA	NA	NA	NA	NA	NA
cellular oxidant detoxification	0.009230021860578091	0.010671525247267048	0.009641532756489494	0.009898599710284886	0.00966702470461869	0.00966702470461869	NA	NA	NA
cellular response to acetylcholine	NA	0.0052056220718375845	0.005438813349814586	0.005552873008208595	NA	NA	NA	NA	NA
cellular response to acid chemical	NA	0.009109838625715773	NA	0.008691453404152583	NA	NA	0.02564102564102564	NA	NA
cellular response to alcohol	0.010687393733300948	0.011972930765226444	0.01211372064276885	0.01110574601641719	0.012244897959183673	0.012244897959183673	NA	NA	NA
cellular response to alkaloid	NA	0.004685059864653826	0.004202719406674907	0.004104297440849831	0.003866809881847476	0.003866809881847476	NA	NA	NA
cellular response to amino acid stimulus	NA	0.008328995314940135	NA	0.00772573635924674	NA	NA	NA	NA	NA
cellular response to ammonium ion	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
cellular response to amyloid-beta	NA	NA	0.004944375772558714	0.004828585224529213	0.004296455424274973	0.004296455424274973	NA	NA	NA
cellular response to angiotensin	0.0038863249939276173	NA	0.003955500618046972	NA	0.004296455424274973	0.004296455424274973	NA	NA	NA
cellular response to antibiotic	NA	NA	NA	0.001931434089811685	NA	NA	NA	NA	NA
cellular response to BMP stimulus	0.01360213747874666	0.01353461738677772	0.015327564894932014	0.013761467889908258	0.013104189044038667	0.013104189044038667	NA	NA	NA
cellular response to cadmium ion	NA	NA	0.003708281829419036	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
cellular response to calcium ion	0.007043964051493806	0.007027589796980739	NA	NA	0.0079484425349087	0.0079484425349087	NA	NA	NA
cellular response to cAMP	NA	0.005465903175429464	0.006180469715698393	0.005794302269435055	0.005585392051557465	0.005585392051557465	NA	NA	NA
cellular response to carbohydrate stimulus	0.014330823415108088	NA	0.012360939431396786	0.013520038628681796	0.01439312567132116	0.01439312567132116	0.041025641025641026	0.015028901734104046	0.0625
cellular response to catecholamine stimulus	NA	0.007287870900572618	0.0069221260815822	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
cellular response to chemokine	0.010687393733300948	0.012493492972410203	0.009394313967861558	0.009657170449058426	0.010096670247046188	0.010096670247046188	NA	NA	NA
cellular response to cocaine	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
cellular response to copper ion	NA	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
cellular response to corticosteroid stimulus	0.006315278115132378	0.008068714211348256	0.0069221260815822	0.006518590053114438	0.006659505907626208	0.006659505907626208	NA	0.008670520231213872	NA
cellular response to decreased oxygen levels	0.012873451542385232	0.01353461738677772	0.012855377008652658	NA	0.013748657357679914	0.013748657357679914	0.05128205128205128	0.01676300578034682	0.052083333333333336
cellular response to dexamethasone stimulus	NA	NA	NA	NA	0.00322234156820623	0.00322234156820623	NA	NA	NA
cellular response to dopamine	NA	0.006507027589796981	0.006427688504326329	NA	0.0053705692803437165	0.0053705692803437165	NA	NA	NA
cellular response to epidermal growth factor stimulus	NA	NA	NA	NA	0.004511278195488722	0.004511278195488722	0.020512820512820513	NA	NA
cellular response to estradiol stimulus	NA	0.004424778761061947	NA	NA	NA	NA	NA	NA	NA
cellular response to external stimulus	NA	NA	0.008405438813349814	0.009174311926605505	NA	NA	NA	NA	NA
cellular response to fatty acid	NA	0.004685059864653826	NA	0.0045871559633027525	0.004296455424274973	0.004296455424274973	NA	NA	NA
cellular response to fibroblast growth factor stimulus	NA	0.011972930765226444	0.010135970333745364	NA	0.010526315789473684	0.010526315789473684	NA	NA	NA
cellular response to fluid shear stress	0.002914743745445713	NA	0.0029666254635352285	0.0031385803959439883	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
cellular response to forskolin	NA	NA	0.001977750309023486	NA	0.001933404940923738	0.001933404940923738	NA	NA	NA
cellular response to gamma radiation	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
cellular response to glucagon stimulus	NA	NA	NA	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
cellular response to glucocorticoid stimulus	0.00558659217877095	0.00676730869338886	0.005438813349814586	0.005552873008208595	0.005585392051557465	0.005585392051557465	NA	NA	NA
cellular response to glucose starvation	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
cellular response to glucose stimulus	0.012873451542385232	NA	NA	0.011830033800096573	0.012244897959183673	0.012244897959183673	0.041025641025641026	NA	0.0625
cellular response to growth hormone stimulus	NA	NA	0.0032138442521631645	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
cellular response to heat	0.0072868593636142825	NA	0.007416563658838072	NA	0.006659505907626208	0.006659505907626208	NA	NA	NA
cellular response to hexose stimulus	0.013359242166626184	NA	NA	0.012071463061323033	0.012459720730397422	0.012459720730397422	0.041025641025641026	NA	0.0625
cellular response to hydrogen peroxide	0.00680106873937333	0.007027589796980739	0.007663782447466007	0.006518590053114438	0.006229860365198711	0.006229860365198711	0.03076923076923077	0.009248554913294798	0.041666666666666664
cellular response to hypoxia	0.012144765606023804	0.01327433628318584	0.012608158220024722	NA	0.013104189044038667	0.013104189044038667	0.046153846153846156	0.01560693641618497	NA
cellular response to increased oxygen levels	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to insulin stimulus	NA	NA	NA	NA	NA	NA	0.046153846153846156	0.02254335260115607	NA
cellular response to interleukin-1	0.008987126548457614	0.008328995314940135	0.007911001236093944	0.008932882665379043	0.00816326530612245	0.00816326530612245	NA	NA	NA
cellular response to interleukin-12	NA	NA	NA	NA	NA	NA	NA	0.002890173410404624	NA
cellular response to interleukin-15	0.0019431624969638087	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
cellular response to interleukin-17	0.0021860578090842847	NA	NA	0.0024142926122646064	NA	NA	NA	NA	NA
cellular response to interleukin-2	NA	0.0018219677251431546	0.00173053152039555	NA	NA	NA	NA	NA	NA
cellular response to interleukin-3	NA	0.0015616866215512754	0.0014833127317676143	NA	NA	NA	NA	0.002890173410404624	NA
cellular response to interleukin-4	0.004615010930289046	0.004164497657470068	0.005438813349814586	0.0045871559633027525	0.003866809881847476	0.003866809881847476	NA	NA	NA
cellular response to interleukin-6	0.0038863249939276173	NA	0.004449938195302843	0.005070014485755674	NA	NA	NA	0.005780346820809248	NA
cellular response to interleukin-7	0.002914743745445713	0.0028630921395106715	NA	0.002655721873491067	NA	NA	NA	NA	NA
cellular response to interleukin-9	NA	0.0015616866215512754	NA	0.0014485755673587638	NA	NA	NA	NA	NA
cellular response to ionizing radiation	NA	0.007027589796980739	0.007416563658838072	NA	NA	NA	NA	NA	NA
cellular response to ketone	0.009958707796939519	0.011452368558042686	0.01211372064276885	0.010381458232737808	0.011600429645542427	0.011600429645542427	NA	0.012138728323699421	NA
