Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE132283_MTB_control_2h_blood_macrophage	GSE132283_MTB_control_48h_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_blood_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_4control_48h_HEPG2_HepG2	GSE256184_MTB_control_0h_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
positive regulation of hair follicle development	0	0	0.8487029104969763	0	0	1.6047955807623675	1.335307660927698	0.9748104709139136	0	0	0	0	0	0	0	0	0	1.685377993657717	0	0	1.3766523266834618	0	0	0.918831588586954	0	0	0	0	1.1856224083361082	0.6357827085586837
positive regulation of hair follicle maturation	0	0	1.1561461018058292	0	0	1.9879891153023412	1.7028015554173423	1.3033784116897635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	0.9588547228312186	0.48979700374826735
positive regulation of heart contraction	0	0	0.5996298284514189	0.6868710809840828	0	1.6047955807623673	0.559956601212421	0.3703740877330401	0	0	0	0	0	0.5135685150573822	0	0	0	0.7850319123347238	0	0	0	0	0	0.918831588586954	1.3805837667353649	0.4685393108577738	0	0	1.4338035583321425	0.8949089843363194
positive regulation of heart growth	0	0	0	0	1.5820711072435558	1.012112149139898	0	0.5414967177489515	0.7383901380179234	0	0	0	0	0.7363075905765241	0	0	0	1.685377993657717	0	0	0	0	0.8523343804105395	0	0	0.6761066507108594	0	0	1.5401110131945557	0.6357827085586837
positive regulation of heart rate	0	0	0.35064133763088534	0.7597205350176189	0	1.346045408989779	0	0	0	0	0	0	0	0.5718233331710416	0	0	0	0.864808180373771	0	0	0	0	0	0.7250490065614568	1.485657310142301	0.522503916193985	0	0	1.4197717312542844	0.8949089843363195
positive regulation of helicase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	0.9588547228312186	0.8949089843363195
positive regulation of hematopoietic progenitor cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.753092164491237	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hematopoietic stem cell migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hematopoietic stem cell proliferation	0	0	1.7741982677948471	0	1.964237106093554	1.346045408989779	1.0946759035060667	0	0	0	0	0	0	0	0	0	0	0	0	1.1931949767463008	0	0	0	0	1.136336983666837	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of heme biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
positive regulation of hemoglobin biosynthetic process	0	0	0	0	0	0	0	0	0	1.9673164622415584	0	0	0	1.614808340999161	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	1.5240273009077694	1.8623445302560315	0	0.9588547228312186	0.8949089843363195
positive regulation of hemopoiesis	0	0.8587599241238228	0.4359536886949562	0.70381240648079	0.7317049215513126	0.5808316690893185	0.15105720995570407	0.4696956025625056	0.7562369075463025	0.3906521771059184	0	0.11336063731741874	0.6390856440010023	0.700080718854419	0.14406954946282963	0.5780576522565668	0	1.1022989158261296	0	0.4930911001884567	0.15830349181492948	0.42028344004614826	0.6851831603130749	0.43749045707144263	0.4623777207799671	0.8810249542787187	0.8071146029959515	0	1.3408335410904202	0.8535201869842446
positive regulation of hemostasis	0	0	0.7466548829215022	1.15605663219937	0.8802830741094673	1.2140846729064152	0	0.4696956025625056	1.1286543305952663	0	0	0	0.41515061890975896	0.6442193039079495	0	0	0	0	0	0.41568869522426327	0	0.5175423782650315	1.0372110111943986	0.8112145169197332	1.014420193149431	0.30747802044254496	0	0	1.4014696561190851	0.8429833710982018
positive regulation of heparan sulfate proteoglycan biosynthetic process	0	0	0.8487029104969763	1.5405754623004606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6562807357719145	0	0.918831588586954	1.3805837667353649	0	0	0	1.1856224083361082	0.8949089843363195
positive regulation of hepatic stellate cell activation	0	0	0	0	0	2.6670332237729375	0	1.9407256635203816	0	2.645763858376474	0	0	2.488570008474638	0	0	2.509369721333792	0	0	0	0	0	0	0	0	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hepatocyte growth factor receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hepatocyte proliferation	0	0	1.7741982677948471	2.5977511041621124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of heterochromatin formation	0	0	1.1561461018058292	0	0	0	0	0	0	1.9673164622415584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of heterotypic cell-cell adhesion	1.2723049910474455	2.353523699636142	0.7946120460736247	1.2175264354531146	0	0.951781265657046	0	0	0	0	0	0	0	0	0	0	0	1.017319082776743	0	1.1274793587781298	0.41589082468359545	0	0.4294531749641813	0.24082410962472836	0	0	0	0	1.5401110131945557	0.8389103076323049
positive regulation of hexokinase activity	0	0	0	0	0	0	2.370958921644102	0	2.2813850799244277	0	0	0	0	2.2781352451196755	0	2.509369721333792	0	0	0	0	0	0	2.450866973901892	0	0	0	0	0	0	0.8949089843363195
positive regulation of high-density lipoprotein particle clearance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4174070906210186	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hippo signaling	0	0	0.7779962147562676	1.1001544994106287	1.1367269347619329	1.1568847211630893	0	0.6378748088019338	0	0	0	0	0	0.4657746071283654	0	0	0	0.7180523497615653	0	0	0	0.6990095090359213	0	0.8443533685032962	0	0.42442650950286354	0.5929829342133912	0	1.3408335410904202	0.7446386799343393
positive regulation of histamine secretion by mast cell	0	0	0	1.2854485545271217	0	0	0	0	0	0	0	0	0	1.020446018271141	0	1.2096376462519098	0	0	0	0	0	0	1.1604559465504891	0	0	0.9457722949790932	0	0	0.9588547228312186	0.8949089843363195
positive regulation of homophilic cell adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
positive regulation of homotypic cell-cell adhesion	1.1002768275450914	0	0.5138877401311949	1.0490983868415993	1.3245584842970302	0.8055060076501903	0	0	0	0	0	0.4785409842093819	0.3655835849741224	0	0	0.3730336264639691	0	1.42260726564969	0	0	0.6489548374755101	0	0	0.19630324388855827	0.342554084099478	0.522503916193985	0	0	1.2850117560590957	0.8949089843363195
positive regulation of hormone biosynthetic process	0	0	0.5451822657846138	1.1001544994106287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5962500234204927	1.5442426772302122	0	0	0	1.3408335410904202	0.7446386799343393
positive regulation of hormone metabolic process	0	0	0.35064133763088534	0.7597205350176189	0	0	0.6224179563691128	0	0	0	0	0	0	0	0	0	0	0	0	0.692016660391663	0	0	0	0.7250490065614568	1.485657310142301	0	0	0	1.2850117560590957	0.802781774307629
positive regulation of hormone secretion	0.8306100445608594	1.8015248294071224	0.6400232862465862	0.673865212441279	0.2993861179358404	0.7159344042101463	0.22874483006018845	0.2206042293972691	0.504811169138628	0	0	0.17202531675562205	0.3807653775460521	0.5032670722194343	0	0.3884965610980254	0	0.6357499526208883	0	0.4996994336629329	0.46668261053177257	0.3236011843891495	0.4816853960699332	0.4641816845651295	0.4686303962827104	0.7754651812485281	0.39911333233844826	0	1.2471082764749868	0.8314431049673437
positive regulation of humoral immune response	0	2.518025920573038	0.910124427339838	0.575014393842047	0	0	0	0.8310203424565122	0.42724996114540253	1.0630178281256648	0	1.164353814603714	0.5199374719027329	0.7922875391993385	0	0.5300896841689582	0	1.149936532733307	0	0	0.8895513331493293	0.6432130931525057	0.5019373284292844	0.7804355175424821	0.488411408771821	0.7288079948441862	0.5439970036762372	0	1.258723993224868	0.7589358673869084
positive regulation of hyaluranon cable assembly	2.661772941029068	0	1.4020173065618144	0	0	2.267516525666155	0	0	0	0	0	0	0	0	0	0	0	1.685377993657717	0	1.4419494960109152	1.3766523266834618	0	0	0.918831588586954	1.3805837667353649	0	0	0	1.5401110131945557	0.6357827085586837
positive regulation of hyaluronan biosynthetic process	0	0	0.8487029104969763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6562807357719145	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hydrogen peroxide biosynthetic process	0	0	0.8487029104969763	0	0	0	1.335307660927698	0	1.256738894853283	0	0	0	0	0	0	0	0	0	0	0	0	0	1.406672796187505	0	0	2.1813855145971632	1.4851166808931504	0	0.6865676846785199	0.8949089843363195
positive regulation of hydrogen peroxide catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	2.488570008474638	2.2781352451196755	0	0	0	0	0	0	0	0	2.450866973901892	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hydrogen peroxide metabolic process	0	0	0.6655149405380599	0	0	0	1.0946759035060667	0	1.0230032145194168	0	0	0	1.1920568636954505	1.020446018271141	0	0	0	0	0	0	0	0	1.7791586813730886	0	0	1.903350506324348	1.2334463072563284	0	0.9588547228312186	0.8949089843363195
positive regulation of hydrogen sulfide biosynthetic process	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0
positive regulation of hydrolase activity	0.7320186344196787	0	0.3663442053143207	0.6924316346600663	0.7199968556960609	0.8363566950640748	0.3405733987309377	0.7050107250055354	0.6354371135127145	0.2592046327854059	0.19188574069018904	0.07425185494768471	0.8046102073311998	0.7767953697613118	0.09443705901949076	0.5436553371443962	0	0.7911465847613988	0	0.5339548539074168	0.2065210580374424	0.2107744434858277	0.8196198650434885	0.7308332472128168	0.6353772654065271	0.6483609438664014	0.4540337460663369	0.16951518365097307	1.1219884536940938	0.8265841689544432
positive regulation of hypersensitivity	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	2.488570008474638	0	0	0	0	0	0	0	0	0	0	0	2.421801283521651	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of hypoxia-inducible factor-1alpha signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.753092164491237	0	0	0	0	0	0	0	2.1813855145971632	2.537348063808142	0	0	0.8949089843363195
positive regulation of icosanoid secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7250490065614568	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of immune complex clearance by monocytes and macrophages	0	0	0	0	3.3319387002994616	2.6670332237729375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.450866973901892	0	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
positive regulation of immune effector process	0.3436509122676845	0.5303518559411746	0.5974285866704947	0.5707553356714884	0.903260463679985	0.6564658514288477	0.13013562133291437	0.32942893562472	0.4600615749083672	0.11469309915043913	0	0.12999830897905146	0.38275029959515966	0.7259972532410501	0	0.4365830001889759	0	0.7579261251974269	0	0.6012534617303028	0.1363913056385367	0.06203731728991805	0.6589762418223171	0.497437111319163	0.6420941341073384	0.5146263248863527	0.4483632945685949	0.07462382438700048	1.2420454501233584	0.8105553685043073
positive regulation of immune response	0.5435951724205151	0.8722038054637948	0.6022337634842981	0.5265518260001205	0.6628704959004758	0.5310953896781339	0.25485978730604414	0.4483374613874995	0.5785622541707176	0.15257398260029786	0.02506776716663777	0.22959646001464892	0.4227670585614936	0.655209368904175	0.02456013194595255	0.5241898905522585	0.03200371804959185	0.7000201722508085	0	0.6861883013656783	0.21442274265550512	0.12832195510243857	0.6855039919692878	0.5871488168183756	0.5544393693821783	0.6960027264871751	0.5643590992900746	0.11036511756698804	1.1467655543643065	0.8329383844699647
positive regulation of immune response to tumor cell	0	0	0.48588424411662146	1.0022913018389676	0.7499560560154066	1.056440420404448	0	0.39113849569875175	0.5428328240475391	0	0	0.452208870084934	0.6556042775256894	0.5411917517249318	0	0.35197715522762557	0	0.4448136123366388	0	0.6563923599039683	0	0	0.3324364324597942	0.5323339044226961	0.6174956172401919	0.2544707736077332	0.3616808913041184	0	1.1609844965287244	0.763116205200617
positive regulation of immune system process	0.5079061588991424	0.8872189215707832	0.5574643305203264	0.5368987448651455	0.7924121781938804	0.5620003143178889	0.20041440233119537	0.43689077091974227	0.616706356626279	0.1500988311688593	0.05119582352635981	0.25994688593473	0.4313314295521814	0.6610304795250829	0.05015974881974422	0.5123616118559666	0.02179626224983185	0.7532820306823429	0	0.710730862604348	0.26362981719691414	0.1989729869448621	0.6714711296769357	0.5470431896938388	0.537264585882456	0.7174529253565484	0.5797456928736132	0.12020694119207131	1.1828780784375057	0.8358868763924749
positive regulation of immunoglobulin mediated immune response	0	0	0.910124427339838	1.0251969656476314	0	0.612281002203697	0	0.30524682507985407	0.42724996114540253	0	0	0	0.5199374719027329	0.4259143602198988	0	0	0	0.6611118773614866	0	0.5205916871068105	0	0	0.913917476320456	0.5470431896938388	1.4579656192703512	0.7288079948441862	0	0	1.147332168370209	0.8949089843363195
positive regulation of immunoglobulin production	0	0	0.5451822657846138	0.626214790531395	0.6517822787605325	0.3509449997742886	0.26233718718655613	0.33472457773579256	0.4672194014723143	0	0	0	0.8066919059878271	0.4657746071283654	0	0	0	0.7180523497615653	0	0	0	0	0.7814238753564561	0.3110654276388348	1.1363369836668369	0.6161866040800271	0	0	1.3408335410904202	0.8216786384147652
positive regulation of inclusion body assembly	0	0	1.7741982677948471	1.9207424413730747	0	0	0	0	0	0	0	0	1.815359697178268	1.614808340999161	0	1.835374749913427	0	2.071865853392054	0	0	1.7471224399439438	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of inflammasome-mediated signaling pathway	0	2.091555750821507	0.6309372786249704	0.383447486515916	0	0.40983430637158774	0	0.39113849569875175	0.7749142434626377	0	0	0	0.3449148154163138	0.5411917517249318	0	0.935378192860258	0	0.4448136123366388	0	0.6563923599039683	0	0	0.6338773075157431	0.9608462384301458	0.8716093899560047	0.9016650323281494	0.3616808913041184	0	0.6150119887139591	0.8522845352826146
positive regulation of inflammatory response	0.7581527251795632	0	0.46627744754737943	0.8486275629918453	0.8145715302638842	0.6885792549903232	0.20532562589673872	0.5091582421399435	0.4272499611454025	0.35663237655001945	0.13374380181828371	0.30507369251717154	0.7745544129674033	0.5379821383133637	0.13105042884942267	0.7273789163838347	0	0.5764053988981	0	0.2312590828695584	0.07219431679254473	0.195464855009535	0.5671394319066058	0.4746130523448515	0.42277468137966984	0.5898823886087141	0.397471306558215	0	1.2279432473677911	0.79907262694372
positive regulation of inflammatory response to antigenic stimulus	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	1.815359697178268	0	0	0	0	0	0	0	0	0	0	0	1.751324620691086	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of innate immune response	0.5386260717755563	0.8057110249846914	0.4964537183164208	0.4281747977689608	0.5823168798920157	0.5136188486644325	0.3438742033730813	0.436664403618299	0.6906485745541705	0.15383368437586692	0.04548652337661622	0.13967319008143092	0.3855634491768032	0.619030136661332	0.04456582643730247	0.4671516502441419	0.05806332869340199	0.6712861843650112	0	0.4823355812037819	0.1948455736754922	0.13305915313402222	0.6813935710695002	0.6032989243996153	0.5181378129627936	0.6314246559564219	0.6000011074270379	0.08020085478671896	1.02593680483149	0.8436820030397532
positive regulation of inorganic anion transmembrane transport	0	4.909455036690331	0	0	0	0	2.370958921644102	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4174070906210186	0	0	0	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	0	0	1.7741982677948471	0	3.3319387002994616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0
positive regulation of inositol phosphate biosynthetic process	0	0	0.8487029104969763	0	1.5820711072435558	1.012112149139898	0.7973178738207567	0.5414967177489515	1.256738894853283	0	0	0	1.4407257221797447	1.2539188558249104	0	0	0	0	0	0	0	0	1.7791586813730889	0	0	1.1710196005790383	0	0	1.3765963187219914	0.7707510692263532
positive regulation of inositol trisphosphate biosynthetic process	0	0	1.7741982677948471	0	2.642593477332686	1.9879891153023412	1.7028015554173423	1.3033784116897635	1.6178750194228504	0	0	0	1.815359697178268	0	0	0	0	0	0	0	0	0	1.7791586813730886	0	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
positive regulation of insulin receptor signaling pathway	0	0	0.7466548829215022	0	0	1.4643797251497344	0	1.1731999677763083	0.6461056021076166	0.8825476953476823	0	0	1.305231237964525	1.125965955124144	0	0.7883322691807402	0	1.5430183599580167	1.4211172490104789	0.7754439777061443	0	1.8934204805474448	0	1.1113913654839498	1.60757143992762	0.5898823886087141	1.3481499613343284	0	1.2434338591255123	0.8949089843363195
positive regulation of insulin secretion	0	1.9840519618371688	0.6958747560505809	0.6552109106359907	0.6816728715055714	0.9711305857541108	0.2758124549299161	0.1785291424852487	0.4900485435651318	0	0	0	0.841427367601255	0.7029701487298682	0	0.605295246657843	0	0.40045656022595816	0	0.8423675631224595	0.2887998369185559	0.38873554963280454	0.2984994764859377	0.6241632478956967	0.795745721571209	0.9840570245640408	0.6207758353432791	0	1.207248292204913	0.856831711934774
positive regulation of insulin secretion involved in cellular response to glucose stimulus	0	2.83342382726835	0.6655149405380599	0.7597205350176189	1.3245584842970302	0.8055060076501903	0.6224179563691128	0	0.5735401235130946	0	0	0	0.6911966560276837	0.5718233331710416	0	0	0	0	0	0.692016660391663	0.6489548374755101	0	0.6685774959566962	0.7250490065614568	0.6515076317687156	0.9457722949790932	0.7212571130655779	0	1.1326578076416165	0.8949089843363195
positive regulation of insulin-like growth factor receptor signaling pathway	0	0	0.6655149405380599	0	1.964237106093554	1.346045408989779	0	0	1.6178750194228504	0	0	0	0	1.020446018271141	0	0	0	2.071865853392054	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.7046477269402593
positive regulation of integrin activation	1.7093591522185825	0	0.35064133763088534	0.7597205350176189	0	0	0	0	0	0	1.0730283838360628	0	0	0.5718233331710416	0	0	0	0	0	1.1931949767463008	0.6489548374755101	0	0	0.7250490065614568	1.485657310142301	0.522503916193985	0	0	1.2850117560590957	0.8949089843363195
positive regulation of integrin activation by cell surface receptor linked signal transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of integrin biosynthetic process	0	3.811277743283654	0.8487029104969763	0	0	1.6047955807623675	1.335307660927698	1.5596209207439968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918831588586954	0	0	0	0	1.1856224083361082	0.6357827085586837
positive regulation of integrin-mediated signaling pathway	0	0	1.1561461018058292	0	0	0	0	0	0	0	0	0	0	1.020446018271141	0	1.2096376462519098	0	0	0	0	1.1327094722870397	0	0	1.2386196640832816	0	0.9457722949790932	0	0	1.2850117560590957	0.8949089843363195
positive regulation of interferon-alpha production	0	0	0.5711642821811606	0	0.6816728715055714	0.6964170002678938	0.2758124549299161	0.35166480291649355	0.8953043910819606	0	0	0	0.30978481820064274	0.7029701487298682	0.5101966607573656	0.3161756816487107	0	0.40045656022595816	0	0.3101960822849473	0	0	0.8154352507053034	0.480420292110695	0.2900570185698697	0.22816480456248855	0.8757995996032785	0	0.9191327662551853	0.8949089843363195
