title	organism_ch1	series_id	geo_accession	CLASSIFICATION_STANDARDIZED	SAMPLE_TYPE	source_name_ch1	CELL_SOURCE_CLEAN	cell type:ch1	CL:CODE	tissue:ch1	TISSUE_SOURCE_CLEAN	UBERON:CODE	CONTEXT	time point:ch1	time:ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	molecule_ch1	platform_id	library_source	library_strategy
Sample_803_gd_uninf	Homo sapiens	GSE112483	GSM3071137	Disease without treatment	primary_sample	Lung	gd	gd	gd		Lung	UBERON:0002048				donor_id: 803	cell type: gd	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_803_NK_Mtb	Homo sapiens	GSE112483	GSM3071138	Healthy Control without treatment	primary_sample	Lung	NK	NK	NK		Lung	UBERON:0002048				donor_id: 803	cell type: NK	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_803_NK_uninf	Homo sapiens	GSE112483	GSM3071139	Disease without treatment	primary_sample	Lung	NK	NK	NK		Lung	UBERON:0002048				donor_id: 803	cell type: NK	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_803_NKT_Mtb	Homo sapiens	GSE112483	GSM3071140	Healthy Control without treatment	primary_sample	Lung	NKT	NKT	NKT		Lung	UBERON:0002048				donor_id: 803	cell type: NKT	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_803_NKT_uninf	Homo sapiens	GSE112483	GSM3071141	Disease without treatment	primary_sample	Lung	NKT	NKT	NKT		Lung	UBERON:0002048				donor_id: 803	cell type: NKT	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_AM_Mtb	Homo sapiens	GSE112483	GSM3071142	Healthy Control without treatment	primary_sample	Lung	AM	AM	AM		Lung	UBERON:0002048				donor_id: 815	cell type: AM	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_AM_uninf	Homo sapiens	GSE112483	GSM3071143	Disease without treatment	primary_sample	Lung	AM	AM	AM		Lung	UBERON:0002048				donor_id: 815	cell type: AM	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_gd_Mtb	Homo sapiens	GSE112483	GSM3071144	Healthy Control without treatment	primary_sample	Lung	gd	gd	gd		Lung	UBERON:0002048				donor_id: 815	cell type: gd	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_gd_uninf	Homo sapiens	GSE112483	GSM3071145	Disease without treatment	primary_sample	Lung	gd	gd	gd		Lung	UBERON:0002048				donor_id: 815	cell type: gd	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_MAIT_Mtb	Homo sapiens	GSE112483	GSM3071146	Healthy Control without treatment	primary_sample	Lung	mait	mait	mait		Lung	UBERON:0002048				donor_id: 815	cell type: mait	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_MAIT_uninf	Homo sapiens	GSE112483	GSM3071147	Disease without treatment	primary_sample	Lung	mait	mait	mait		Lung	UBERON:0002048				donor_id: 815	cell type: mait	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_NK_Mtb	Homo sapiens	GSE112483	GSM3071148	Healthy Control without treatment	primary_sample	Lung	NK	NK	NK		Lung	UBERON:0002048				donor_id: 815	cell type: NK	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_NK_uninf	Homo sapiens	GSE112483	GSM3071149	Disease without treatment	primary_sample	Lung	NK	NK	NK		Lung	UBERON:0002048				donor_id: 815	cell type: NK	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_NKT_Mtb	Homo sapiens	GSE112483	GSM3071150	Healthy Control without treatment	primary_sample	Lung	NKT	NKT	NKT		Lung	UBERON:0002048				donor_id: 815	cell type: NKT	infection: Mtb		total RNA	GPL18460	transcriptomic	RNA-Seq
Sample_815_NKT_uninf	Homo sapiens	GSE112483	GSM3071151	Disease without treatment	primary_sample	Lung	NKT	NKT	NKT		Lung	UBERON:0002048				donor_id: 815	cell type: NKT	infection: uninf		total RNA	GPL18460	transcriptomic	RNA-Seq
2h_Uninfected [EB1]	Homo sapiens	GSE132283	GSM3855590	Healthy Control without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	2hr	2h		agent: Uninfected	time point: 2h			total RNA	GPL20301	transcriptomic	RNA-Seq
2h_WT [EB2]	Homo sapiens	GSE132283	GSM3855591	Disease without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	2hr	2h		agent: Infected with WT Mtb	time point: 2h			total RNA	GPL20301	transcriptomic	RNA-Seq
48h_Uninfected [EB4]	Homo sapiens	GSE132283	GSM3855593	Healthy Control without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	48hr	48h		agent: Uninfected	time point: 48h			total RNA	GPL20301	transcriptomic	RNA-Seq
48h_WT [EB5]	Homo sapiens	GSE132283	GSM3855594	Disease without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	48hr	48h		agent: Infected with WT Mtb	time point: 48h			total RNA	GPL20301	transcriptomic	RNA-Seq
2h_Uninfected [EB7]	Homo sapiens	GSE132283	GSM3855596	Healthy Control without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	2hr	2h		agent: Uninfected	time point: 2h			total RNA	GPL20301	transcriptomic	RNA-Seq
2h_WT [EB8]	Homo sapiens	GSE132283	GSM3855597	Disease without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	2hr	2h		agent: Infected with WT Mtb	time point: 2h			total RNA	GPL20301	transcriptomic	RNA-Seq
48h_Uninfected [EB10]	Homo sapiens	GSE132283	GSM3855599	Healthy Control without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	48hr	48h		agent: Uninfected	time point: 48h			total RNA	GPL20301	transcriptomic	RNA-Seq
48h_WT [EB11]	Homo sapiens	GSE132283	GSM3855600	Disease without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	48hr	48h		agent: Infected with WT Mtb	time point: 48h			total RNA	GPL20301	transcriptomic	RNA-Seq
2h_Uninfected [EB13]	Homo sapiens	GSE132283	GSM3855602	Healthy Control without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	2hr	2h		agent: Uninfected	time point: 2h			total RNA	GPL20301	transcriptomic	RNA-Seq
2h_WT [EB14]	Homo sapiens	GSE132283	GSM3855603	Disease without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	2hr	2h		agent: Infected with WT Mtb	time point: 2h			total RNA	GPL20301	transcriptomic	RNA-Seq
48h_Uninfected [EB16]	Homo sapiens	GSE132283	GSM3855605	Healthy Control without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	48hr	48h		agent: Uninfected	time point: 48h			total RNA	GPL20301	transcriptomic	RNA-Seq
48h_WT [EB17]	Homo sapiens	GSE132283	GSM3855606	Disease without treatment	primary_sample	Human stem cell-derived macrophage	macrophage		CL:0000235		Macrophages	Macrophages	48hr	48h		agent: Infected with WT Mtb	time point: 48h			total RNA	GPL20301	transcriptomic	RNA-Seq
Donor1_Untreated_Uninfected	Homo sapiens	GSE143627	GSM4263940	Healthy Control without treatment	blood_sample	Blood mononuclear cells	Monocyte	human monocyte-derived macrophages	CL:0000576		Blood	UBERON:0000178				cell type: human monocyte-derived macrophages	infection status: uninfected	donor: 1		total RNA	GPL20301	transcriptomic	RNA-Seq
Donor2_Untreated_Uninfected	Homo sapiens	GSE143627	GSM4263941	Healthy Control without treatment	blood_sample	Blood mononuclear cells	Monocyte	human monocyte-derived macrophages	CL:0000576		Blood	UBERON:0000178				cell type: human monocyte-derived macrophages	infection status: uninfected	donor: 2		total RNA	GPL20301	transcriptomic	RNA-Seq
Donor3_Untreated_Uninfected	Homo sapiens	GSE143627	GSM4263942	Healthy Control without treatment	blood_sample	Blood mononuclear cells	Monocyte	human monocyte-derived macrophages	CL:0000576		Blood	UBERON:0000178				cell type: human monocyte-derived macrophages	infection status: uninfected	donor: 3		total RNA	GPL20301	transcriptomic	RNA-Seq
Donor1_Untreated_Infected	Homo sapiens	GSE143627	GSM4263943	Disease without treatment	blood_sample	Blood mononuclear cells	Monocyte	human monocyte-derived macrophages	CL:0000576		Blood	UBERON:0000178				cell type: human monocyte-derived macrophages	infection status: infected	donor: 1		total RNA	GPL20301	transcriptomic	RNA-Seq
Donor2_Untreated_Infected	Homo sapiens	GSE143627	GSM4263944	Disease without treatment	blood_sample	Blood mononuclear cells	Monocyte	human monocyte-derived macrophages	CL:0000576		Blood	UBERON:0000178				cell type: human monocyte-derived macrophages	infection status: infected	donor: 2		total RNA	GPL20301	transcriptomic	RNA-Seq
Donor3_Untreated_Infected	Homo sapiens	GSE143627	GSM4263945	Disease without treatment	blood_sample	Blood mononuclear cells	Monocyte	human monocyte-derived macrophages	CL:0000576		Blood	UBERON:0000178				cell type: human monocyte-derived macrophages	infection status: infected	donor: 3		total RNA	GPL20301	transcriptomic	RNA-Seq
7_MF1	Homo sapiens	GSE148731	GSM4478016	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
10_MF1	Homo sapiens	GSE148731	GSM4478017	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
13_MF1	Homo sapiens	GSE148731	GSM4478018	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
16_MF1	Homo sapiens	GSE148731	GSM4478019	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
19_MF1	Homo sapiens	GSE148731	GSM4478020	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
22_MF1	Homo sapiens	GSE148731	GSM4478021	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
40_MF2	Homo sapiens	GSE148731	GSM4478027	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	4hr	4 hours		cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 4 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
43_MF1	Homo sapiens	GSE148731	GSM4478028	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
46_MF1	Homo sapiens	GSE148731	GSM4478029	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
49_MF1	Homo sapiens	GSE148731	GSM4478030	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
52_MF1	Homo sapiens	GSE148731	GSM4478031	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
55_MF1	Homo sapiens	GSE148731	GSM4478032	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
58_MF1	Homo sapiens	GSE148731	GSM4478033	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF1	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
61_MF2	Homo sapiens	GSE148731	GSM4478034	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
64_MF2	Homo sapiens	GSE148731	GSM4478035	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
67_MF2	Homo sapiens	GSE148731	GSM4478036	Disease without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
70_MF2	Homo sapiens	GSE148731	GSM4478037	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
73_MF2	Homo sapiens	GSE148731	GSM4478038	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
76_MF2	Homo sapiens	GSE148731	GSM4478039	Healthy Control without treatment	blood_sample	CD14+ monocytes	CD14+ Monocyte	Human macrophages MF2	CD14+Monocytes		Macrophages	Macrophages	24hr	24 hours		cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	time point: 24 hours	total RNA	GPL16791	transcriptomic	RNA-Seq
EM.21.1	Homo sapiens	GSE174566	GSM5319713	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: A	condition: 2D	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.2	Homo sapiens	GSE174566	GSM5319714	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: A	condition: 2D	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.3	Homo sapiens	GSE174566	GSM5319715	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: A	condition: Alginate	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.4	Homo sapiens	GSE174566	GSM5319716	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: A	condition: Alginate	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.5	Homo sapiens	GSE174566	GSM5319717	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: A	condition: Collagen	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.6	Homo sapiens	GSE174566	GSM5319718	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: A	condition: Collagen	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.7	Homo sapiens	GSE174566	GSM5319719	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: B	condition: 2D	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.8	Homo sapiens	GSE174566	GSM5319720	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: B	condition: 2D	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.9	Homo sapiens	GSE174566	GSM5319721	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: B	condition: Alginate	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.10	Homo sapiens	GSE174566	GSM5319722	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: B	condition: Alginate	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.11	Homo sapiens	GSE174566	GSM5319723	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: B	condition: Collagen	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.21.12	Homo sapiens	GSE174566	GSM5319724	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: B	condition: Collagen	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.1	Homo sapiens	GSE174566	GSM5319725	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: C	condition: 2D	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.2	Homo sapiens	GSE174566	GSM5319726	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: C	condition: 2D	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.3	Homo sapiens	GSE174566	GSM5319727	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: C	condition: Alginate	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.4	Homo sapiens	GSE174566	GSM5319728	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: C	condition: Alginate	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.5	Homo sapiens	GSE174566	GSM5319729	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: C	condition: Collagen	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.6	Homo sapiens	GSE174566	GSM5319730	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: C	condition: Collagen	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.7	Homo sapiens	GSE174566	GSM5319731	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: D	condition: 2D	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.8	Homo sapiens	GSE174566	GSM5319732	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: D	condition: 2D	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.9	Homo sapiens	GSE174566	GSM5319733	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: D	condition: Alginate	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.10	Homo sapiens	GSE174566	GSM5319734	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: D	condition: Alginate	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.11	Homo sapiens	GSE174566	GSM5319735	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: D	condition: Collagen	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.23.12	Homo sapiens	GSE174566	GSM5319736	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: D	condition: Collagen	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.1	Homo sapiens	GSE174566	GSM5319737	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: E	condition: 2D	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.2	Homo sapiens	GSE174566	GSM5319738	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: E	condition: 2D	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.3	Homo sapiens	GSE174566	GSM5319739	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: E	condition: Alginate	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.4	Homo sapiens	GSE174566	GSM5319740	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: E	condition: Alginate	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.5	Homo sapiens	GSE174566	GSM5319741	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: E	condition: Collagen	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.6	Homo sapiens	GSE174566	GSM5319742	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: E	condition: Collagen	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.7	Homo sapiens	GSE174566	GSM5319743	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: F	condition: 2D	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.8	Homo sapiens	GSE174566	GSM5319744	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: F	condition: 2D	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.9	Homo sapiens	GSE174566	GSM5319745	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: F	condition: Alginate	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.10	Homo sapiens	GSE174566	GSM5319746	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: F	condition: Alginate	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.11	Homo sapiens	GSE174566	GSM5319747	Healthy Control without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: F	condition: Collagen	treatment: Control		total RNA	GPL11154	transcriptomic	RNA-Seq
EM.28.12	Homo sapiens	GSE174566	GSM5319748	Disease without treatment	blood_sample	PBMC	PBMC		CL:2000001		Blood	UBERON:0000178				donor: F	condition: Collagen	treatment: Mtb		total RNA	GPL11154	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_1380100_SV0	Homo sapiens	GSE193777	GSM5820828	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 35	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_20400_SV0	Homo sapiens	GSE193777	GSM5820829	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 54	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_2240100_SV0	Homo sapiens	GSE193777	GSM5820830	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 32	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_3310100_SV0	Homo sapiens	GSE193777	GSM5820831	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 35	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_3700200_SV0	Homo sapiens	GSE193777	GSM5820832	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 40	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_3720100_SV0	Homo sapiens	GSE193777	GSM5820833	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 68	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_4070100_SV0	Homo sapiens	GSE193777	GSM5820834	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 45	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_4710100_SV0	Homo sapiens	GSE193777	GSM5820835	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 40	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
